hostname,sy_snum,sy_pnum,pl_bmasse,pl_bmassj,st_mass
Kepler-198,1,3,6.66000,0.02100,0.97
Kepler-198,1,3,2.96000,0.00930,0.97
Kepler-199,1,2,9.85000,0.03100,0.96
Kepler-199,1,2,10.60000,0.03340,0.96
Kepler-200,1,2,5.18000,0.01630,0.98
Kepler-200,1,2,3.15000,0.00993,0.98
Kepler-201,1,2,6.62000,0.02080,1.18
Kepler-201,1,2,8.50000,0.02670,1.18
Kepler-202,1,2,3.29000,0.01040,0.68
Kepler-202,1,2,4.08000,0.01280,0.68
Kepler-203,1,3,7.13000,0.02240,1.00
Kepler-203,1,3,749.90000,2.36000,1.00
Kepler-203,1,3,33.90000,0.10700,1.00
Kepler-204,1,2,6.94000,0.02180,1.03
Kepler-204,1,2,3.86000,0.01210,1.03
Kepler-205,1,2,2.89000,0.00909,0.59
Kepler-205,1,2,3.33000,0.01050,0.59
Kepler-206,1,3,1.87000,0.00588,1.05
Kepler-206,1,3,3.78000,0.01190,1.05
Kepler-206,1,3,1.81000,0.00570,1.05
Kepler-207,1,3,3.09000,0.00972,1.04
Kepler-207,1,3,2.86000,0.00899,1.04
Kepler-207,1,3,11.00000,0.03450,1.04
Kepler-208,1,4,3.29000,0.01040,1.16
Kepler-208,1,4,2.51000,0.00790,1.16
Kepler-208,1,4,1.87000,0.00588,1.16
Kepler-208,1,4,2.79000,0.00879,1.16
Kepler-209,1,2,5.73000,0.01800,0.93
Kepler-209,1,2,9.80000,0.03080,0.93
Kepler-210,1,2,8.96000,0.02820,0.77
Kepler-210,1,2,12.80000,0.04010,0.77
Kepler-211,1,2,2.13000,0.00669,0.90
Kepler-211,1,2,18.30000,0.05800,0.90
Kepler-212,1,2,1.32000,0.00416,1.17
Kepler-212,1,2,7.95000,0.02500,1.17
Kepler-213,1,2,3.26000,0.01020,1.07
Kepler-213,1,2,6.08000,0.01910,1.07
Kepler-214,1,2,7.32000,0.02300,1.11
Kepler-214,1,2,5.18000,0.01630,1.11
Kepler-215,1,4,3.26000,0.01020,0.94
Kepler-215,1,4,3.78000,0.01190,0.94
Kepler-215,1,4,23.60000,0.07400,0.94
Kepler-215,1,4,3.71000,0.01170,0.94
Kepler-216,1,2,6.12000,0.01930,1.11
Kepler-216,1,2,9.48000,0.02980,1.11
Kepler-217,1,3,5.60000,0.01760,1.14
Kepler-217,1,3,4.08000,0.01280,1.14
Kepler-217,1,3,2.30000,0.00724,1.37
Kepler-218,1,3,2.79000,0.00879,1.02
Kepler-218,1,3,10.00000,0.03150,1.02
Kepler-218,1,3,7.56000,0.02380,1.01
Kepler-219,1,3,9.01000,0.02830,1.17
Kepler-219,1,3,12.50000,0.03940,1.17
Kepler-219,1,3,19.10000,0.06000,1.17
Kepler-22,1,1,36.00000,0.11300,0.97
Kepler-220,1,4,0.45700,0.00144,0.65
Kepler-220,1,4,3.09000,0.00972,0.65
Kepler-220,1,4,0.90400,0.00284,0.65
Kepler-220,1,4,2.33000,0.00733,0.65
Kepler-221,1,4,3.57000,0.01120,0.82
Kepler-221,1,4,15.10000,0.04800,0.82
Kepler-221,1,4,7.90000,0.02490,0.82
Kepler-221,1,4,7.41000,0.02330,0.82
Kepler-222,1,3,10.10000,0.03190,0.88
Kepler-222,1,3,19.40000,0.06120,0.88
Kepler-222,1,3,13.20000,0.04150,0.88
Kepler-223,1,4,7.40000,0.02328,1.12
Kepler-223,1,4,5.10000,0.01605,1.12
Kepler-223,1,4,8.00000,0.02517,1.12
Kepler-223,1,4,4.80000,0.01510,1.12
Kepler-224,1,4,2.51000,0.00790,0.82
Kepler-224,1,4,9.91000,0.03120,0.82
Kepler-224,1,4,5.90000,0.01860,0.82
Kepler-224,1,4,4.54000,0.01430,0.82
Kepler-225,1,2,1.87000,0.00588,0.59
Kepler-225,1,2,4.04000,0.01270,0.59
Kepler-226,1,3,24.00000,0.07600,0.91
Kepler-226,1,3,45.20000,0.14200,0.91
Kepler-226,1,3,1.98000,0.00624,0.91
Kepler-227,1,2,9.85000,0.03100,0.92
Kepler-227,1,2,9.48000,0.02980,0.92
Kepler-228,1,3,2.96000,0.00930,0.95
Kepler-228,1,3,7.75000,0.02440,0.95
Kepler-228,1,3,15.40000,0.04830,0.95
Kepler-229,1,3,5.48000,0.01720,0.80
Kepler-229,1,3,21.50000,0.06760,0.80
Kepler-229,1,3,14.20000,0.04450,0.80
Kepler-23,1,3,254.30000,0.80000,1.11
Kepler-23,1,3,858.10000,2.70000,1.11
Kepler-23,1,3,17.60000,0.05500,1.10
Kepler-230,1,2,16.80000,0.05290,0.84
Kepler-230,1,2,4.82000,0.01520,0.84
Kepler-231,1,2,35.40000,0.11100,0.58
Kepler-231,1,2,24.10000,0.07600,0.58
Kepler-232,1,2,9.69000,0.03050,0.97
Kepler-232,1,2,14.00000,0.04420,0.97
Kepler-233,1,2,6.48000,0.02040,0.85
Kepler-233,1,2,7.80000,0.02450,0.85
Kepler-234,1,2,13.20000,0.04160,1.11
Kepler-234,1,2,12.10000,0.03810,1.11
Kepler-235,1,4,5.60000,0.01760,0.58
Kepler-235,1,4,2.18000,0.00687,0.58
Kepler-235,1,4,4.86000,0.01530,0.58
Kepler-235,1,4,5.56000,0.01750,0.58
Kepler-236,1,2,3.09000,0.00972,0.60
Kepler-236,1,2,4.66000,0.01470,0.60
Kepler-237,1,2,2.57000,0.00809,0.70
Kepler-237,1,2,4.98000,0.01570,0.70
Kepler-238,1,5,3.64000,0.01150,1.06
Kepler-238,1,5,6.30000,0.01980,1.06
Kepler-238,1,5,9.64000,0.03030,1.06
Kepler-238,1,5,169.70000,0.53400,1.06
Kepler-238,1,5,13.50000,0.04200,1.06
Kepler-239,1,2,6.04000,0.01900,0.76
Kepler-239,1,2,6.85000,0.02150,0.76
Kepler-24,1,4,508.50000,1.60000,1.03
Kepler-24,1,4,508.50000,1.60000,1.03
Kepler-24,1,4,3.43000,0.01080,0.98
Kepler-24,1,4,8.15000,0.02560,0.98
Kepler-240,1,2,2.45000,0.00771,0.75
Kepler-240,1,2,102.30000,0.32200,0.75
Kepler-241,1,2,6.04000,0.01900,0.67
Kepler-241,1,2,7.13000,0.02240,0.67
Kepler-242,1,2,7.32000,0.02300,0.81
Kepler-242,1,2,4.66000,0.01470,0.81
Kepler-243,1,2,6.57000,0.02070,0.83
Kepler-243,1,2,4.62000,0.01450,0.83
Kepler-244,1,3,8.05000,0.02530,0.96
Kepler-244,1,3,4.86000,0.01530,0.96
Kepler-244,1,3,15.20000,0.04800,0.96
Kepler-245,1,4,7.13000,0.02240,0.86
Kepler-245,1,4,225.60000,0.71000,0.86
Kepler-245,1,4,21.60000,0.06800,0.86
Kepler-245,1,4,3.71000,0.01170,0.86
Kepler-246,1,2,6.08000,0.01910,0.79
Kepler-246,1,2,2.86000,0.00899,0.79
Kepler-247,1,3,3.33000,0.01050,0.84
Kepler-247,1,3,15.70000,0.04940,0.84
Kepler-247,1,3,14.70000,0.04630,0.84
Kepler-248,1,2,9.38000,0.02950,0.90
Kepler-248,1,2,15.60000,0.04900,0.90
Kepler-249,1,3,1.32000,0.00416,0.51
Kepler-249,1,3,2.89000,0.00909,0.51
Kepler-249,1,3,3.09000,0.00972,0.51
Kepler-250,1,3,1.51000,0.00474,0.83
Kepler-250,1,3,5.82000,0.01830,0.83
Kepler-250,1,3,5.39000,0.01700,0.83
Kepler-251,1,4,2.33000,0.00733,0.95
Kepler-251,1,4,8.10000,0.02550,0.95
Kepler-251,1,4,8.10000,0.02550,0.95
Kepler-251,1,4,8.10000,0.02550,0.95
Kepler-252,1,2,2.04000,0.00642,0.61
Kepler-252,1,2,5.27000,0.01660,0.61
Kepler-253,1,3,3.29000,0.01040,0.85
Kepler-253,1,3,7.51000,0.02360,0.85
Kepler-253,1,3,10.20000,0.03200,0.85
Kepler-254,1,3,14.30000,0.04490,0.93
Kepler-254,1,3,3.20000,0.01000,0.93
Kepler-254,1,3,6.80000,0.02140,0.93
Kepler-255,1,3,3.02000,0.00951,0.87
Kepler-255,1,3,9.22000,0.02900,0.87
Kepler-255,1,3,2.30000,0.00724,0.90
Kepler-256,1,4,3.15000,0.00993,0.97
Kepler-256,1,4,5.27000,0.01660,0.97
Kepler-256,1,4,6.71000,0.02110,0.97
Kepler-256,1,4,6.12000,0.01930,0.97
Kepler-257,1,3,7.32000,0.02300,0.85
Kepler-257,1,3,25.20000,0.07940,0.85
Kepler-257,1,3,21.70000,0.06830,0.85
Kepler-258,1,2,15.50000,0.04880,0.82
Kepler-258,1,2,12.70000,0.03990,0.82
Kepler-259,1,2,8.25000,0.02590,0.93
Kepler-259,1,2,7.75000,0.02440,0.93
Kepler-26,1,4,5.12000,0.01611,0.54
Kepler-26,1,4,6.20000,0.01951,0.54
Kepler-26,1,4,1.24000,0.00390,0.62
Kepler-26,1,4,6.39000,0.02010,0.62
Kepler-260,1,2,4.70000,0.01480,0.92
Kepler-260,1,2,3.68000,0.01160,0.92
Kepler-261,1,2,5.39000,0.01700,0.88
Kepler-261,1,2,4.66000,0.01470,0.88
Kepler-262,1,2,2.42000,0.00761,0.99
Kepler-262,1,2,3.33000,0.01050,0.99
Kepler-263,1,2,7.61000,0.02390,0.80
Kepler-263,1,2,6.66000,0.02100,0.80
Kepler-264,1,2,11.10000,0.03480,1.46
Kepler-264,1,2,8.40000,0.02640,1.46
Kepler-265,1,4,4.12000,0.01300,0.98
Kepler-265,1,4,7.41000,0.02330,0.98
Kepler-265,1,4,6.76000,0.02130,0.98
Kepler-265,1,4,7.22000,0.02270,0.98
Kepler-266,1,2,6.71000,0.02110,0.95
Kepler-266,1,2,14.40000,0.04530,0.95
Kepler-267,1,3,37.90000,0.11900,0.54
Kepler-267,1,3,5.18000,0.01630,0.54
Kepler-267,1,3,5.77000,0.01820,0.54
Kepler-268,1,2,7.04000,0.02210,1.13
Kepler-268,1,2,11.40000,0.03570,1.13
Kepler-269,1,2,6.66000,0.02100,0.92
Kepler-269,1,2,3.50000,0.01100,0.92
Kepler-27,1,2,2895.31000,9.11000,0.65
Kepler-27,1,2,4385.87000,13.80000,0.65
Kepler-270,1,2,4.70000,0.01480,1.17
Kepler-270,1,2,3.78000,0.01190,1.17
Kepler-271,1,3,2.04000,0.00642,0.90
Kepler-271,1,3,0.80900,0.00254,0.90
Kepler-271,1,3,0.21900,0.00069,0.90
Kepler-272,1,3,78.00000,0.24500,0.86
Kepler-272,1,3,97.80000,0.30800,0.86
Kepler-272,1,3,5.69000,0.01790,0.86
Kepler-273,1,2,2.86000,0.00899,0.94
Kepler-273,1,2,4.58000,0.01440,0.94
Kepler-274,1,2,2.99000,0.00940,1.08
Kepler-274,1,2,4.04000,0.01270,1.08
Kepler-275,1,3,6.08000,0.01910,1.16
Kepler-275,1,3,11.40000,0.03570,1.16
Kepler-275,1,3,11.10000,0.03480,1.16
Kepler-276,1,3,8.60000,0.02710,1.04
Kepler-276,1,3,16.60000,0.05200,1.10
Kepler-276,1,3,16.30000,0.05100,1.10
Kepler-277,1,2,87.30000,0.27500,1.12
Kepler-277,1,2,64.20000,0.20200,1.12
Kepler-278,1,2,15.60000,0.04900,1.08
Kepler-278,1,2,12.60000,0.03960,1.08
Kepler-279,1,3,12.80000,0.04010,1.16
Kepler-279,1,3,49.40000,0.15500,1.10
Kepler-279,1,3,37.50000,0.11800,1.10
Kepler-28,1,2,479.90000,1.51000,0.75
Kepler-28,1,2,432.23000,1.36000,0.75
Kepler-280,1,2,2.70000,0.00849,0.96
Kepler-280,1,2,4.70000,0.01480,0.96
Kepler-281,1,2,8.35000,0.02630,0.95
Kepler-281,1,2,24.40000,0.07690,0.95
Kepler-282,1,4,1.01000,0.00317,0.79
Kepler-282,1,4,1.87000,0.00588,0.79
Kepler-282,1,4,61.00000,0.19200,0.97
Kepler-282,1,4,56.20000,0.17700,0.97
Kepler-283,1,2,5.18000,0.01630,0.60
Kepler-283,1,2,3.97000,0.01250,0.60
Kepler-284,1,2,5.65000,0.01780,0.92
Kepler-284,1,2,7.32000,0.02300,0.92
Kepler-285,1,2,2.36000,0.00742,0.82
Kepler-285,1,2,1.46000,0.00459,0.82
Kepler-286,1,4,2.07000,0.00651,0.96
Kepler-286,1,4,2.45000,0.00771,0.96
Kepler-286,1,4,2.33000,0.00733,0.96
Kepler-286,1,4,3.78000,0.01190,0.96
Kepler-287,1,2,6.04000,0.01900,0.97
Kepler-287,1,2,10.70000,0.03360,0.97
Kepler-288,1,3,3.43000,0.01080,1.03
Kepler-288,1,3,8.50000,0.02670,1.03
Kepler-288,1,3,7.61000,0.02390,1.03
Kepler-289,1,3,7.30000,0.02300,1.08
Kepler-289,1,3,132.00000,0.42000,1.08
Kepler-289,1,3,4.00000,0.01300,1.08
Kepler-29,1,2,5.00000,0.01573,0.76
Kepler-29,1,2,4.50000,0.01416,0.76
Kepler-290,1,2,5.69000,0.01790,0.80
Kepler-290,1,2,7.75000,0.02440,0.80
Kepler-291,1,2,5.31000,0.01670,0.90
Kepler-291,1,2,4.19000,0.01320,0.90
Kepler-292,1,5,2.30000,0.00724,0.85
Kepler-292,1,5,2.76000,0.00869,0.85
Kepler-292,1,5,5.60000,0.01760,0.85
Kepler-292,1,5,7.61000,0.02390,0.85
Kepler-292,1,5,6.12000,0.01930,0.85
Kepler-293,1,2,9.64000,0.03030,0.94
Kepler-293,1,2,14.00000,0.04420,0.94
Kepler-294,1,2,3.78000,0.01190,0.95
Kepler-294,1,2,7.80000,0.02450,0.95
Kepler-295,1,3,1.98000,0.00624,0.89
Kepler-295,1,3,1.71000,0.00537,0.89
Kepler-295,1,3,2.42000,0.00761,0.89
Kepler-297,1,2,48.50000,0.15300,0.98
Kepler-297,1,2,42.10000,0.13200,0.98
Kepler-298,1,3,4.50000,0.01420,0.66
Kepler-298,1,3,4.38000,0.01380,0.66
Kepler-298,1,3,6.80000,0.02140,0.66
Kepler-299,1,4,2.30000,0.00724,0.95
Kepler-299,1,4,7.51000,0.02360,0.95
Kepler-299,1,4,4.12000,0.01300,0.95
Kepler-299,1,4,4.16000,0.01310,0.95
Kepler-30,1,3,11.30000,0.03600,0.99
Kepler-30,1,3,640.00000,2.01000,0.99
Kepler-30,1,3,23.10000,0.07300,0.99
Kepler-300,1,2,3.43000,0.01080,1.07
Kepler-300,1,2,5.69000,0.01790,1.07
Kepler-301,1,3,2.39000,0.00752,0.98
Kepler-301,1,3,2.39000,0.00752,0.98
Kepler-301,1,3,3.71000,0.01170,0.98
Kepler-302,1,2,15.50000,0.04880,1.02
Kepler-302,1,2,,,1.02
Kepler-303,1,2,0.64000,0.00201,0.57
Kepler-303,1,2,1.55000,0.00489,0.57
Kepler-304,1,4,8.55000,0.02690,0.80
Kepler-304,1,4,5.35000,0.01680,0.80
Kepler-304,1,4,8.00000,0.02520,0.80
Kepler-304,1,4,1.87000,0.00588,0.80
Kepler-305,1,4,10.50000,0.03300,0.76
Kepler-305,1,4,6.00000,0.01900,0.76
Kepler-305,1,4,9.10000,0.02863,0.85
Kepler-305,1,4,3.87000,0.01220,0.82
Kepler-306,1,4,2.92000,0.00920,0.81
Kepler-306,1,4,6.12000,0.01930,0.81
Kepler-306,1,4,6.66000,0.02100,0.81
Kepler-306,1,4,5.77000,0.01820,0.81
Kepler-307,1,2,7.44000,0.02341,0.91
Kepler-307,1,2,3.64000,0.01145,0.91
Kepler-308,1,2,5.14000,0.01620,0.92
Kepler-308,1,2,5.31000,0.01670,0.92
Kepler-309,1,2,3.05000,0.00961,0.67
Kepler-309,1,2,6.85000,0.02150,0.67
Kepler-31,1,3,25.90000,0.08160,1.21
Kepler-31,1,3,1493.70000,4.70000,1.21
Kepler-31,1,3,2161.24400,6.80000,1.21
Kepler-310,1,3,1.81000,0.00570,0.91
Kepler-310,1,3,11.40000,0.03570,0.91
Kepler-310,1,3,7.00000,0.02202,0.91
Kepler-311,1,2,3.53000,0.01110,1.08
Kepler-311,1,2,2.63000,0.00829,1.08
Kepler-312,1,2,2.21000,0.00696,1.20
Kepler-312,1,2,10.10000,0.03170,1.23
Kepler-313,1,2,6.94000,0.02180,1.08
Kepler-313,1,2,7.13000,0.02240,1.08
Kepler-314,1,2,0.49800,0.00157,1.02
Kepler-314,1,2,8.75000,0.02750,1.02
Kepler-315,1,2,13.70000,0.04300,0.98
Kepler-315,1,2,16.10000,0.05060,0.98
Kepler-316,1,2,1.20000,0.00377,0.59
Kepler-316,1,2,1.65000,0.00521,0.59
Kepler-317,1,2,109.80000,0.34500,0.86
Kepler-317,1,2,3.61000,0.01130,0.86
Kepler-318,1,2,19.90000,0.06270,1.02
Kepler-318,1,2,13.10000,0.04130,1.02
Kepler-319,1,3,3.29000,0.01040,0.96
Kepler-319,1,3,7.41000,0.02330,0.96
Kepler-319,1,3,5.86000,0.01840,0.96
Kepler-32,1,5,1303.00000,4.10000,0.58
Kepler-32,1,5,158.90000,0.50000,0.58
Kepler-32,1,5,7.75000,0.02440,0.58
Kepler-32,1,5,2.86000,0.00899,0.58
Kepler-32,1,5,0.47700,0.00150,0.58
Kepler-320,1,2,1.55000,0.00489,1.33
Kepler-320,1,2,2.45000,0.00771,1.33
Kepler-321,1,2,3.78000,0.01190,1.03
Kepler-321,1,2,5.99000,0.01890,1.03
Kepler-322,1,2,1.01000,0.00317,0.92
Kepler-322,1,2,3.43000,0.01080,0.92
Kepler-323,1,2,684.40000,2.15300,1.09
Kepler-323,1,2,79.70000,0.25100,1.09
Kepler-324,1,2,1.55000,0.00489,0.87
Kepler-324,1,2,10.10000,0.03170,0.87
Kepler-325,1,3,8.80000,0.02770,0.92
Kepler-325,1,3,6.99000,0.02200,0.92
Kepler-325,1,3,8.20000,0.02580,0.92
Kepler-326,1,3,44.60000,0.14000,0.85
Kepler-326,1,3,17.40000,0.05500,0.85
Kepler-326,1,3,6.90000,0.02200,0.85
Kepler-327,1,3,1.41000,0.00444,0.59
Kepler-327,1,3,20.30000,0.06400,0.59
Kepler-327,1,3,3.64000,0.01150,0.59
Kepler-328,1,2,28.50000,0.09000,1.15
Kepler-328,1,2,39.40000,0.12400,1.15
Kepler-329,1,2,2.54000,0.00800,0.60
Kepler-329,1,2,4.38000,0.01380,0.60
Kepler-33,1,5,3.68000,0.01160,1.29
Kepler-33,1,5,0.39000,0.00123,1.29
Kepler-33,1,5,3.91000,0.01230,1.29
Kepler-33,1,5,5.57000,0.01753,1.29
Kepler-33,1,5,9.60000,0.03020,1.29
Kepler-330,1,2,2.39000,0.00752,0.79
Kepler-330,1,2,4.46000,0.01400,0.79
Kepler-331,1,3,3.97000,0.01250,0.65
Kepler-331,1,3,4.04000,0.01270,0.65
Kepler-331,1,3,3.33000,0.01050,0.65
Kepler-332,1,3,1.71000,0.00537,0.80
Kepler-332,1,3,1.32000,0.00416,0.80
Kepler-332,1,3,1.76000,0.00553,0.80
Kepler-334,1,3,1.46000,0.00459,1.07
Kepler-334,1,3,2.63000,0.00829,1.07
Kepler-334,1,3,2.57000,0.00809,1.07
Kepler-335,1,2,11.40000,0.03590,1.03
Kepler-335,1,2,9.64000,0.03030,1.02
Kepler-336,1,3,1.04000,0.00328,1.09
Kepler-336,1,3,5.06000,0.01590,1.09
Kepler-336,1,3,6.21000,0.01950,1.09
Kepler-337,1,2,2.99000,0.00940,1.05
Kepler-337,1,2,4.86000,0.01530,1.05
Kepler-338,1,4,30.60000,0.09600,1.20
Kepler-338,1,4,6.08000,0.01910,1.20
Kepler-338,1,4,9.27000,0.02920,1.20
Kepler-338,1,4,8.50000,0.02700,1.14
Kepler-339,1,3,2.60000,0.00819,0.93
Kepler-339,1,3,7.30000,0.02300,0.93
Kepler-339,1,3,14.70000,0.04600,0.93
Kepler-340,1,2,6.94000,0.02180,1.65
Kepler-340,1,2,11.30000,0.03550,1.65
Kepler-341,1,4,1.76000,0.00553,1.00
Kepler-341,1,4,3.53000,0.01110,1.00
Kepler-341,1,4,4.08000,0.01280,1.00
Kepler-341,1,4,4.62000,0.01450,1.00
Kepler-342,1,4,5.69000,0.01790,1.26
Kepler-342,1,4,4.50000,0.01420,1.26
Kepler-342,1,4,6.76000,0.02130,1.26
Kepler-342,1,4,0.61500,0.00193,1.26
Kepler-343,1,2,6.39000,0.02010,1.08
Kepler-343,1,2,4.74000,0.01490,1.08
Kepler-344,1,2,7.32000,0.02300,0.93
Kepler-344,1,2,9.01000,0.02830,0.93
Kepler-345,1,2,0.50000,0.00157,0.61
Kepler-345,1,2,2.20000,0.00692,0.61
Kepler-346,1,2,7.56000,0.02380,0.95
Kepler-346,1,2,9.64000,0.03030,0.95
Kepler-347,1,2,4.54000,0.01430,1.05
Kepler-347,1,2,3.71000,0.01170,1.05
Kepler-348,1,2,2.92000,0.00920,1.27
Kepler-348,1,2,2.33000,0.00733,1.27
Kepler-349,1,2,94.50000,0.29700,1.02
Kepler-349,1,2,4.50000,0.01420,1.02
Kepler-350,1,3,4.08000,0.01280,1.19
Kepler-350,1,3,6.10000,0.01900,1.00
Kepler-350,1,3,14.90000,0.04700,1.00
Kepler-351,1,3,4.80000,0.01500,0.81
Kepler-351,1,3,11.10000,0.03500,0.81
Kepler-351,1,3,7.85000,0.02470,0.81
Kepler-352,1,2,0.56600,0.00178,0.83
Kepler-352,1,2,2.07000,0.00651,0.83
Kepler-354,1,3,4.04000,0.01270,0.65
Kepler-354,1,3,2.27000,0.00714,0.73
Kepler-354,1,3,2.07000,0.00651,0.65
Kepler-355,1,2,2.73000,0.00859,0.99
Kepler-355,1,2,7.80000,0.02450,0.99
Kepler-356,1,2,3.09000,0.00972,1.17
Kepler-356,1,2,3.93000,0.01240,1.17
Kepler-357,1,3,4.04000,0.01270,0.79
Kepler-357,1,3,7.61000,0.02390,0.79
Kepler-357,1,3,11.60000,0.03660,0.79
Kepler-358,1,2,7.85000,0.02470,0.94
Kepler-358,1,2,8.50000,0.02670,0.94
Kepler-359,1,3,12.20000,0.03840,1.14
Kepler-359,1,3,2.90000,0.00912,1.14
Kepler-359,1,3,2.70000,0.00850,1.14
Kepler-36,1,2,3.83000,0.01205,1.03
Kepler-36,1,2,7.13000,0.02243,1.03
Kepler-360,1,2,3.36000,0.01060,0.95
Kepler-360,1,2,5.06000,0.01590,0.95
Kepler-361,1,2,2.70000,0.00849,1.17
Kepler-361,1,2,6.90000,0.02170,1.17
Kepler-362,1,2,0.61500,0.00193,1.02
Kepler-362,1,2,2.70000,0.00849,1.02
Kepler-363,1,3,1.65000,0.00521,1.10
Kepler-363,1,3,66.40000,0.20900,1.10
Kepler-363,1,3,4.86000,0.01530,1.10
Kepler-364,1,2,3.02000,0.00951,1.19
Kepler-364,1,2,5.27000,0.01660,1.19
Kepler-365,1,2,4.82000,0.01520,1.02
Kepler-365,1,2,3.33000,0.01050,1.02
Kepler-366,1,2,2.73000,0.00859,1.06
Kepler-366,1,2,3.86000,0.01210,1.06
Kepler-367,1,2,2.24000,0.00705,0.68
Kepler-367,1,2,1.87000,0.00588,0.68
Kepler-368,1,2,10.70000,0.03360,0.97
Kepler-368,1,2,14.30000,0.04510,0.97
Kepler-369,1,2,1.51000,0.00474,0.50
Kepler-369,1,2,2.57000,0.00809,0.50
Kepler-37,1,4,3.17830,0.01000,0.87
Kepler-37,1,4,12.00000,0.03776,0.80
Kepler-37,1,4,12.20000,0.03839,0.80
Kepler-37,1,4,0.02750,0.00009,0.80
Kepler-370,1,2,3.15000,0.00993,0.98
Kepler-370,1,2,4.31000,0.01360,0.98
Kepler-371,1,2,4.23000,0.01330,0.93
Kepler-371,1,2,3.82000,0.01200,0.93
Kepler-372,1,3,2.42000,0.00761,1.15
Kepler-372,1,3,5.02000,0.01580,1.20
Kepler-372,1,3,3.50000,0.01100,1.15
Kepler-373,1,2,2.42000,0.00761,0.93
Kepler-373,1,2,2.07000,0.00651,0.93
Kepler-374,1,3,1.08000,0.00340,1.04
Kepler-374,1,3,1.37000,0.00430,1.04
Kepler-374,1,3,2.27000,0.00714,1.04
Kepler-375,1,2,2.70000,0.00849,0.92
Kepler-375,1,2,7.51000,0.02360,0.92
Kepler-376,1,2,1.24000,0.00390,1.06
Kepler-376,1,2,3.86000,0.01210,1.06
Kepler-377,1,2,2.51000,0.00790,1.07
Kepler-377,1,2,4.90000,0.01540,1.07
Kepler-378,1,2,0.34700,0.00109,0.78
Kepler-378,1,2,0.27100,0.00085,0.78
Kepler-379,1,2,3.39000,0.01070,1.15
Kepler-379,1,2,5.86000,0.01840,1.15
Kepler-380,1,2,1.81000,0.00570,1.08
Kepler-380,1,2,2.15000,0.00678,1.08
Kepler-381,1,2,0.93700,0.00295,1.20
Kepler-381,1,2,1.46000,0.00459,1.20
Kepler-382,1,2,2.30000,0.00724,0.88
Kepler-382,1,2,3.15000,0.00993,0.88
Kepler-383,1,2,2.30000,0.00724,0.67
Kepler-383,1,2,2.07000,0.00651,0.67
Kepler-384,1,2,1.46000,0.00459,0.97
Kepler-384,1,2,1.51000,0.00474,0.97
Kepler-385,1,3,12.80000,0.04000,1.12
Kepler-385,1,3,13.20000,0.04200,1.12
Kepler-385,1,3,7.36000,0.02320,1.05
Kepler-386,1,2,2.51000,0.00790,0.82
Kepler-386,1,2,3.12000,0.00982,0.82
Kepler-387,1,2,1.08000,0.00340,0.82
Kepler-387,1,2,0.64000,0.00201,0.82
Kepler-388,1,2,0.45700,0.00144,0.64
Kepler-388,1,2,0.56600,0.00178,0.64
Kepler-389,1,2,2.89000,0.00909,0.81
Kepler-389,1,2,2.73000,0.00859,0.81
Kepler-39,1,1,6388.10000,20.10000,1.29
Kepler-391,1,2,10.30000,0.03250,1.03
Kepler-391,1,2,12.30000,0.03860,1.03
Kepler-392,1,2,0.97200,0.00306,1.07
Kepler-392,1,2,1.37000,0.00430,1.07
Kepler-393,1,2,2.21000,0.00696,1.21
Kepler-393,1,2,2.33000,0.00733,1.21
Kepler-394,1,2,3.19000,0.01000,1.13
Kepler-394,1,2,3.39000,0.01070,1.13
Kepler-395,1,2,1.08000,0.00340,0.62
Kepler-395,1,2,2.30000,0.00724,0.62
Kepler-396,1,2,75.50000,0.23800,0.85
Kepler-396,1,2,17.90000,0.05600,0.85
Kepler-397,1,2,6.62000,0.02080,0.84
Kepler-397,1,2,31.60000,0.09950,0.84
Kepler-398,1,3,0.74900,0.00236,0.65
Kepler-398,1,3,1.01000,0.00317,0.65
Kepler-398,1,3,0.61500,0.00193,0.72
Kepler-399,1,3,0.84000,0.00264,0.90
Kepler-399,1,3,2.63000,0.00829,0.90
Kepler-399,1,3,4.23000,0.01330,0.90
Kepler-4,1,1,24.47200,0.07700,1.22
Kepler-40,1,1,699.20000,2.20000,1.48
Kepler-400,1,2,3.36000,0.01060,1.08
Kepler-400,1,2,2.83000,0.00889,1.08
Kepler-401,1,3,3.57000,0.01120,1.17
Kepler-401,1,3,5.27000,0.01660,1.17
Kepler-401,1,3,5.77000,0.01820,1.17
Kepler-402,1,4,1.98000,0.00624,1.15
Kepler-402,1,4,3.05000,0.00961,1.15
Kepler-402,1,4,2.48000,0.00780,1.15
Kepler-402,1,4,2.73000,0.00859,1.15
Kepler-403,1,3,2.10000,0.00660,1.25
Kepler-403,1,3,3.71000,0.01170,1.25
Kepler-403,1,3,2.60000,0.00819,1.25
Kepler-404,1,2,2.15000,0.00678,0.93
Kepler-404,1,2,3.61000,0.01130,0.93
Kepler-405,1,2,4.98000,0.01570,0.91
Kepler-405,1,2,19.60000,0.06160,0.91
Kepler-406,1,2,6.35000,0.02000,1.07
Kepler-406,1,2,2.71000,0.00900,1.07
Kepler-407,1,2,3.20000,0.01007,1.00
Kepler-407,1,2,4000.00000,12.60000,1.00
Kepler-408,1,1,5.00000,0.01573,1.08
Kepler-409,1,1,22.00000,0.06922,0.92
Kepler-41,1,1,177.98000,0.56000,1.15
