hostname,sy_snum,sy_pnum,pl_bmasse,pl_bmassj,st_mass
WASP-72,1,1,731.00900,2.30000,2.78
WASP-73,1,1,908.99380,2.86000,2.52
WASP-74,1,1,228.83760,0.72000,0.98
WASP-78,1,1,352.79130,1.11000,1.87
WASP-79,1,1,270.15550,0.85000,1.43
WASP-80,1,1,170.99254,0.53800,0.58
WASP-81,1,1,231.69807,0.72900,1.08
WASP-82,1,1,371.86110,1.17000,1.48
WASP-83,1,1,95.34900,0.30000,1.11
WASP-84,1,1,220.56500,0.69400,0.84
WASP-88,1,1,133.48860,0.42000,0.94
WASP-89,1,1,1875.19700,5.90000,0.92
WASP-90,1,1,200.23290,0.63000,1.55
WASP-91,1,1,425.89220,1.34000,0.84
WASP-92,1,1,255.85315,0.80500,1.19
WASP-93,1,1,467.21010,1.47000,1.33
WASP-95,1,1,457.67520,1.44000,1.46
WASP-96,1,1,152.55000,0.48000,1.06
WASP-97,1,1,432.24880,1.36000,1.18
WASP-99,1,1,772.32690,2.43000,1.21
WD 0806-661,1,1,2383.60000,7.50000,0.62
WISEP J121756.91+162640.2 A,1,1,6992.00000,22.00000,0.03
WTS-1,1,1,1274.44000,4.01000,1.20
WTS-2,1,1,355.96960,1.12000,0.82
Wendelstein-1,1,1,188.15536,0.59200,0.65
Wendelstein-2,1,1,232.33373,0.73100,0.73
Wolf 1061,1,3,1.91000,0.00601,0.29
Wolf 1061,1,3,3.41000,0.01073,0.29
Wolf 1061,1,3,7.70000,0.02423,0.29
Wolf 503,1,1,4.78000,0.01500,0.69
XO-1,1,1,263.79890,0.83000,0.88
XO-3,1,1,2316.98070,7.29000,0.58
XO-4,1,1,451.31860,1.42000,1.10
XO-5,1,1,378.20000,1.19000,1.04
XO-6,1,1,1398.45200,4.40000,1.47
XO-7,1,1,225.34147,0.70900,1.41
YZ Cet,1,3,0.75000,0.00236,0.13
YZ Cet,1,3,0.98000,0.00308,0.13
YZ Cet,1,3,1.14000,0.00359,0.13
alf Ari,1,1,572.07000,1.80000,1.50
bet Pic,1,2,3496.13000,11.00000,1.76
bet Pic,1,2,2860.47000,9.00000,1.75
bet UMi,1,1,1938.70000,6.10000,1.40
eps CrB,1,1,2129.46100,6.70000,1.70
eps Eri,1,1,247.90740,0.78000,0.78
eps Tau,1,1,2415.40600,7.60000,2.70
gam Lib,1,2,324.18660,1.02000,1.47
gam Lib,1,2,1455.66140,4.58000,1.47
iot Dra,1,1,2803.10000,8.82000,1.05
kap And,1,1,4327.36000,13.61600,2.60
kap CrB,1,1,635.66000,2.00000,1.50
mu Leo,1,1,762.80000,2.40000,1.50
nu Oph,1,2,7057.73298,22.20600,2.70
nu Oph,1,2,7838.32346,24.66200,2.70
omi CrB,1,1,476.74500,1.50000,2.13
HD 39091,1,2,4.82000,0.01517,1.09
rho CrB,1,2,332.10000,1.04490,0.89
rho CrB,1,2,25.00000,0.07866,0.89
tau Cet,1,4,3.93000,0.01237,0.78
tau Cet,1,4,3.93000,0.01237,0.78
tau Cet,1,4,1.75000,0.00551,0.78
tau Cet,1,4,1.83000,0.00576,0.78
tau Gem,1,1,6547.00000,20.60000,2.30
xi Aql,1,1,890.00000,2.80000,2.20
