pl_name,hostname,sy_snum,sy_pnum,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,sy_gaiamag
Kepler-901 b,Kepler-901,1,1,0,3.51749439,0.037800,1.370,0.122,2.45000,0.00771,M-R relationship,0.000000,68.72,704,0,,4184.00,0.57,0.59,-0.300,[Fe/H],-0.984,4.70,3.800,9.67188,,,,14.6803000
Kepler-902 b,Kepler-902,1,1,0,40.10995470,0.223000,2.540,0.227,6.99000,0.02200,M-R relationship,0.000000,24.88,556,0,,5647.00,0.93,0.95,0.000,[Fe/H],0.108,4.49,4.370,2.57107,,,,14.8583000
Kepler-903 b,Kepler-903,1,2,0,10.35077210,0.090700,2.010,0.179,4.70000,0.01480,M-R relationship,0.000000,274.85,842,0,,5682.00,0.97,0.98,0.050,[Fe/H],0.365,4.46,4.790,0.09524,,,,14.6150000
Kepler-903 c,Kepler-903,1,2,0,62.92285570,0.302000,2.530,0.226,6.94000,0.02180,M-R relationship,0.000000,24.79,462,0,,5682.00,0.97,0.98,0.050,[Fe/H],0.365,4.46,4.790,0.03760,,,,14.6150000
Kepler-904 b,Kepler-904,1,1,0,3.02166863,0.041700,1.770,0.158,3.78000,0.01190,M-R relationship,0.000000,875.42,1332,0,,6160.00,1.25,1.16,0.050,[Fe/H],0.154,4.31,3.020,0.97869,,,,14.3921000
Kepler-905 b,Kepler-905,1,1,0,5.08274652,0.057200,1.410,0.126,2.57000,0.00809,M-R relationship,0.000000,185.77,928,0,,5461.00,0.86,0.95,0.090,[Fe/H],-0.215,4.55,1.660,8.00121,,,,13.9504000
Kepler-906 b,Kepler-906,1,1,0,41.69799760,0.235900,2.110,0.188,5.10000,0.01600,M-R relationship,0.000000,21.99,537,0,,6035.00,1.02,1.06,-0.090,[Fe/H],0.096,4.45,1.860,2.00587,,,,13.9180000
Kepler-907 b,Kepler-907,1,1,0,15.86621821,0.122500,1.200,0.107,1.87000,0.00588,M-R relationship,0.000000,137.66,879,0,,6106.00,1.38,1.08,-0.150,[Fe/H],0.378,4.19,5.370,1.90798,,,12.25,11.4623000
Kepler-909 b,Kepler-909,1,1,0,13.93290318,0.117500,1.470,0.131,2.76000,0.00869,M-R relationship,0.000000,127.24,852,0,,6154.00,1.23,1.17,0.080,[Fe/H],0.273,4.33,2.880,0.78101,,,-27.31,11.5096000
Kepler-91 b,Kepler-91,1,1,0,6.24658000,0.073100,15.323,1.367,257.44230,0.81000,Mass,0.051900,3273.32,2040,0,K3,4550.00,6.30,1.31,0.110,[Fe/H],1.225,2.95,4.470,0.00730,6.8000,,-62.01,12.4762000
Kepler-910 b,Kepler-910,1,1,0,2.36436901,0.038200,0.820,0.073,0.47700,0.00150,M-R relationship,0.000000,2108.07,1752,0,,6230.00,1.50,1.26,0.120,[Fe/H],0.494,4.19,3.390,0.41794,,,-1.66,11.5286000
Kepler-911 b,Kepler-911,1,1,0,20.31050100,0.154900,2.600,0.232,7.27000,0.02290,M-R relationship,0.000000,198.72,931,0,,6112.00,1.99,1.34,0.030,[Fe/H],0.707,3.97,3.550,0.19419,,,-47.02,11.8295000
Kepler-912 b,Kepler-912,1,1,0,2.53475627,0.033900,2.800,0.250,8.25000,0.02590,M-R relationship,0.000000,519.95,1218,0,,5998.00,1.11,1.07,0.020,[Fe/H],0.552,4.37,3.160,0.07146,,,,15.3262000
Kepler-913 b,Kepler-913,1,1,0,10.29672521,0.100900,2.060,0.184,4.90000,0.01540,M-R relationship,0.000000,58.90,1129,0,,4687.00,0.61,0.63,-0.520,[Fe/H],-0.282,4.67,5.620,4.30700,,,,15.7385000
Kepler-914 b,Kepler-914,1,1,0,4.40966548,0.054400,1.380,0.123,2.48000,0.00780,M-R relationship,0.000000,568.38,1192,0,,5877.00,1.15,1.10,0.220,[Fe/H],0.245,4.36,3.980,4.10271,,,,13.5481000
Kepler-915 b,Kepler-915,1,1,0,4.59489604,0.056600,1.500,0.134,2.86000,0.00899,M-R relationship,0.000000,844.75,1319,0,,6173.00,1.38,1.21,0.080,[Fe/H],0.506,4.24,3.390,0.44865,,,,13.2408000
Kepler-916 b,Kepler-916,1,1,0,32.29687980,0.188500,1.760,0.157,3.75000,0.01180,M-R relationship,0.000000,14.68,503,0,,5248.00,0.81,0.85,-0.050,[Fe/H],-0.278,4.56,4.790,2.61354,,,,15.1752000
Kepler-917 b,Kepler-917,1,1,0,2.97041437,0.037800,1.910,0.170,4.31000,0.01360,M-R relationship,0.000000,228.11,991,0,,5418.00,0.76,0.80,-0.380,[Fe/H],0.764,4.58,4.170,1.92074,,,,15.8533000
Kepler-918 b,Kepler-918,1,1,0,4.85386933,0.056900,1.740,0.155,3.68000,0.01160,M-R relationship,0.000000,258.70,1052,0,,6028.00,1.14,1.11,0.060,[Fe/H],-0.018,4.37,3.240,1.80765,,,,14.9546000
Kepler-919 b,Kepler-919,1,1,0,11.04603384,0.098100,2.250,0.201,5.69000,0.01790,M-R relationship,0.000000,153.91,869,0,,6113.00,1.21,1.15,0.070,[Fe/H],0.167,4.33,3.020,0.88069,,,,14.6785000
Kepler-92 b,Kepler-92,1,3,0,13.74900000,0.117400,3.510,0.313,64.30000,0.20200,Mass,0.170000,257.78,975,1,,5883.00,1.70,1.21,0.138,[M/H],0.558,4.05,5.200,0.25139,,,-41.31,11.7451000
Kepler-92 c,Kepler-92,1,3,0,26.72300000,0.182900,2.600,0.232,6.10000,0.01900,Mass,0.040000,106.21,781,1,,5883.00,1.70,1.21,0.138,[M/H],0.558,4.05,5.200,0.35563,,,-41.31,11.7451000
Kepler-92 d,Kepler-92,1,3,0,49.35680000,0.275400,2.067,0.184,4.93000,0.01550,M-R relationship,0.070000,46.84,637,0,,5904.34,1.82,1.07,0.138,[M/H],0.558,3.95,5.200,0.25139,,,-41.31,11.7451000
Kepler-920 b,Kepler-920,1,2,0,6.53192704,0.065000,2.420,0.216,6.44000,0.02030,M-R relationship,0.000000,153.14,907,0,,5403.00,0.85,0.89,0.000,[Fe/H],-0.183,4.54,4.370,1.85865,,,,15.2681000
Kepler-920 c,Kepler-920,1,2,0,100.82741130,0.402900,3.800,0.339,13.80000,0.04360,M-R relationship,0.000000,3.99,364,0,,5403.00,0.85,0.89,0.000,[Fe/H],-0.183,4.54,4.370,1.07983,,,,15.2681000
Kepler-921 b,Kepler-921,1,1,0,51.30063400,0.271600,2.870,0.256,8.60000,0.02710,M-R relationship,0.000000,15.01,492,0,,5663.00,0.91,0.93,-0.120,[Fe/H],-0.030,4.50,4.270,2.98696,,,,14.7055000
Kepler-922 b,Kepler-922,1,1,0,0.93846683,0.018200,1.420,0.127,2.60000,0.00819,M-R relationship,0.000000,2142.63,1876,0,,5671.00,0.93,0.95,-0.050,[Fe/H],-0.133,4.48,4.370,3.76068,,,,13.7450000
Kepler-923 b,Kepler-923,1,1,0,6.93366476,0.071500,1.380,0.123,2.48000,0.00780,M-R relationship,0.000000,390.64,1104,0,,5988.00,1.26,1.11,0.070,[Fe/H],0.333,4.28,4.680,0.72847,,,,14.0117000
Kepler-924 b,Kepler-924,1,1,0,61.03701170,0.335900,3.070,0.274,9.64000,0.03030,M-R relationship,0.000000,20.00,610,0,,6167.00,1.23,1.14,0.010,[Fe/H],0.314,4.32,3.090,0.92023,,,,14.1368000
Kepler-925 b,Kepler-925,1,1,0,33.86785310,0.180500,2.340,0.209,6.08000,0.01910,M-R relationship,0.000000,5.83,394,0,,4673.00,0.72,0.77,0.120,[Fe/H],-0.684,4.62,2.570,1.63128,,,,15.8155000
Kepler-926 b,Kepler-926,1,1,0,52.06886010,0.273900,2.310,0.206,5.95000,0.01870,M-R relationship,0.000000,17.88,524,0,,5806.00,1.01,1.01,0.030,[Fe/H],0.173,4.43,4.370,16.03701,,,,14.2595000
Kepler-927 b,Kepler-927,1,1,0,9.11499030,0.086600,1.720,0.153,3.61000,0.01130,M-R relationship,0.000000,129.53,906,0,,5743.00,0.99,0.99,0.030,[Fe/H],-0.086,4.45,4.370,0.89453,,,,14.6011000
Kepler-928 b,Kepler-928,1,1,0,3.93246130,0.044400,1.590,0.142,3.15000,0.00993,M-R relationship,0.000000,111.11,894,0,,4700.00,0.70,0.73,-0.110,[Fe/H],-0.719,4.62,4.370,2.24070,,,,15.3227000
Kepler-929 b,Kepler-929,1,1,0,0.92103214,0.019200,1.110,0.099,1.41000,0.00444,M-R relationship,0.000000,8159.93,2362,0,,5869.00,1.02,1.01,-0.040,[Fe/H],0.461,4.42,3.470,0.48200,,,,14.5038000
Kepler-93 b,Kepler-93,1,2,0,4.72674000,0.053000,1.569,0.140,4.54426,0.01430,Mass,0.000000,283.74,1037,0,,5669.00,0.98,1.09,-0.180,[Fe/H],-0.106,4.47,6.600,1.65000,0.5000,,27.63,9.8624900
Kepler-93 c,Kepler-93,1,2,0,1460.00000000,,,,954.00000,3.00000,Mass,,,,0,,5669.00,0.92,0.91,-0.180,[Fe/H],-0.106,4.47,5.050,1.64000,0.5000,,27.63,9.8624900
Kepler-930 b,Kepler-930,1,1,0,71.45177750,0.347500,2.130,0.190,5.18000,0.01630,M-R relationship,0.000000,16.85,561,0,,6335.00,1.40,1.25,0.040,[Fe/H],0.378,4.24,2.340,2.53706,,,,13.7625000
Kepler-931 b,Kepler-931,1,1,0,8.03755877,0.071900,1.330,0.119,2.33000,0.00733,M-R relationship,0.000000,72.44,744,0,,5241.00,0.81,0.86,-0.010,[Fe/H],-0.350,4.55,4.680,3.22363,,,,14.4880000
Kepler-932 b,Kepler-932,1,1,0,1.92143740,0.027900,1.370,0.122,2.45000,0.00771,M-R relationship,0.000000,562.22,1276,0,,5331.00,0.84,0.87,-0.010,[Fe/H],-0.322,4.54,4.680,2.88000,,,,14.1360000
Kepler-933 b,Kepler-933,1,1,0,14.20443009,0.104100,2.460,0.219,6.62000,0.02080,M-R relationship,0.000000,61.32,602,0,,5346.00,0.84,0.87,-0.020,[Fe/H],-0.211,4.54,4.680,2.01989,,,,15.4379000
Kepler-934 b,Kepler-934,1,1,0,55.67383090,0.265800,2.090,0.186,5.02000,0.01580,M-R relationship,0.000000,4.72,384,0,,5001.00,0.77,0.81,0.010,[Fe/H],-0.478,4.59,4.470,9.15588,,,,15.0341000
Kepler-935 b,Kepler-935,1,1,0,4.88083852,0.052700,1.350,0.120,2.39000,0.00752,M-R relationship,0.000000,94.61,879,0,,4830.00,0.73,0.78,-0.010,[Fe/H],-0.639,4.61,3.800,2.40036,,,,14.9002000
Kepler-936 b,Kepler-936,1,1,0,10.56134221,0.095400,1.450,0.129,2.70000,0.00849,M-R relationship,0.000000,133.56,867,0,,5482.00,0.89,0.92,0.050,[Fe/H],-0.190,4.51,4.570,4.40297,,,,14.7886000
Kepler-937 b,Kepler-937,1,2,0,67.66882700,0.321400,3.720,0.332,13.40000,0.04200,M-R relationship,0.000000,20.63,495,0,,6095.00,1.22,1.15,0.080,[Fe/H],0.281,4.32,3.240,0.65357,,,,15.1944000
Kepler-937 c,Kepler-937,1,2,0,153.34336400,0.554500,2.670,0.238,7.61000,0.02390,M-R relationship,0.000000,6.93,377,0,,6095.00,1.22,1.15,0.080,[Fe/H],0.281,4.32,3.240,0.67810,,,,15.1944000
Kepler-938 b,Kepler-938,1,1,0,52.62984170,0.268900,2.220,0.198,5.56000,0.01750,M-R relationship,0.000000,8.57,544,0,,5533.00,0.89,0.92,-0.030,[Fe/H],-0.174,4.51,4.270,1.95244,,,,
Kepler-939 b,Kepler-939,1,1,0,14.87829600,0.115300,1.750,0.156,3.71000,0.01170,M-R relationship,0.000000,54.19,692,0,,5471.00,0.85,0.88,-0.120,[Fe/H],0.391,4.54,4.470,0.10184,,,,15.5197000
Kepler-94 b,Kepler-94,1,2,0,2.50806000,0.031060,3.510,0.313,10.84000,0.03400,Mass,0.000000,216.09,997,0,M0 V,4781.00,0.76,0.81,0.340,[Fe/H],-0.613,4.59,1.410,2.90000,0.5000,,-50.48,12.8567000
Kepler-94 c,Kepler-94,1,2,0,820.30000000,,12.500,1.110,3126.00000,9.83600,Mass,,,,0,M0 V,4781.00,0.76,0.81,0.340,[Fe/H],-0.597,4.59,1.410,2.90000,0.5000,,-50.48,12.8567000
Kepler-940 b,Kepler-940,1,1,0,59.62252570,0.305900,3.340,0.298,11.10000,0.03500,M-R relationship,0.000000,10.52,486,0,,5769.00,0.96,0.97,-0.080,[Fe/H],-0.057,4.47,3.630,1.09134,,,,15.4975000
