pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_orbeccen,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_age,st_dens,sy_dist
EPIC 249893012 d,EPIC 249893012,1,3,35.74700000,0.220000,3.940,0.352,10.18000,0.03203,0.150000,G8 IV/V,5430.00,1.71,1.05,0.200,[Fe/H],9.000,0.29800,321.2960000
FU Tau b,FU Tau,1,1,,800.000000,12.200,1.090,5085.28000,16.00000,,M7.25,2838.00,,0.05,,,0.001,,133.4950466
G 9-40 b,G 9-40,1,1,5.74600700,0.038500,2.025,0.181,4.76000,0.01500,0.000000,M2.5 V,3348.00,0.31,0.29,0.040,[Fe/H],9.900,14.11000,27.9276000
GJ 1061 b,GJ 1061,1,3,3.20400000,0.021000,1.100,0.098,1.37000,0.00431,0.310000,M5.5 V,2953.00,0.16,0.12,-0.080,[Fe/H],7.000,47.56190,3.6727800
GJ 1061 c,GJ 1061,1,3,6.68900000,0.035000,1.180,0.105,1.74000,0.00547,0.290000,M5.5 V,2953.00,0.16,0.12,-0.080,[Fe/H],7.000,47.56190,3.6727800
GJ 1061 d,GJ 1061,1,3,13.03100000,0.054000,1.160,0.103,1.64000,0.00516,0.530000,M5.5 V,2953.00,0.16,0.12,-0.080,[Fe/H],7.000,47.56190,3.6727800
GJ 1132 b,GJ 1132,1,2,1.62893100,0.015300,1.130,0.101,1.66000,0.00522,0.220000,M4.5 V,3270.00,0.21,0.18,-0.120,[Fe/H],5.000,15.40000,12.6130000
GJ 1132 c,GJ 1132,1,2,8.92900000,0.047600,1.430,0.128,2.64000,0.00831,0.270000,M4.5 V,3270.00,0.21,0.18,-0.120,[Fe/H],5.000,23.78462,12.6130000
GJ 1148 b,GJ 1148,1,2,41.38000000,0.166000,11.900,1.070,96.70000,0.30425,0.380000,M5,3287.00,0.36,0.34,,,,10.52554,11.0143000
GJ 1148 c,GJ 1148,1,2,532.58000000,0.912000,9.710,0.866,68.06000,0.21414,0.342000,M5,3287.00,0.36,0.34,,,,10.52554,11.0143000
GJ 1151 b,GJ 1151,1,1,2.01800000,0.017350,1.390,0.124,2.50000,0.00787,0.000000,M4.5,3114.00,0.20,0.17,,,,29.34709,8.0362500
GJ 1214 b,GJ 1214,1,1,1.58040456,0.014110,2.847,0.254,6.26125,0.01970,0.000000,M4.5,3026.00,0.22,0.15,0.390,[Fe/H],3.000,26.20204,14.6427000
GJ 1252 b,GJ 1252,1,1,0.51823490,0.009160,1.193,0.106,2.09000,0.00658,0.000000,M3,3458.00,0.39,0.38,0.100,[Fe/H],,8.99304,20.3730000
GJ 1265 b,GJ 1265,1,1,3.65110000,0.026000,2.630,0.234,7.40000,0.02328,0.040000,M4.5 V,3236.00,0.19,0.18,-0.040,[Fe/H],,,10.2525000
GJ 143 b,GJ 143,1,2,35.61253000,0.191500,2.610,0.233,22.70000,0.07142,0.188000,K4.5,4640.00,0.69,0.73,0.003,[Fe/H],3.800,3.03000,16.3200000
GJ 15 A b,GJ 15 A,2,2,11.44070000,0.072000,1.550,0.139,3.03000,0.00953,0.094000,M1,3607.00,0.38,0.38,-0.340,[Fe/H],,8.37411,3.5622800
GJ 15 A c,GJ 15 A,2,2,7600.00000000,5.400000,6.670,0.595,36.00000,0.11327,0.270000,M1,3607.00,0.38,0.38,-0.340,[Fe/H],,8.37411,3.5622800
GJ 160.2 b,GJ 160.2,1,1,5.23540000,0.053000,3.170,0.283,10.20000,0.03209,0.060000,M0 V,4347.00,0.66,0.69,,,,3.12966,25.8557000
GJ 163 b,GJ 163,1,3,8.63182000,0.060700,3.250,0.290,10.60000,0.03335,0.073000,M,3500.00,0.41,0.40,0.100,[Fe/H],6.000,8.24778,15.1285000
GJ 163 c,GJ 163,1,3,25.63058000,0.125400,2.500,0.223,6.80000,0.02140,0.099000,M,3500.00,0.41,0.40,0.100,[Fe/H],6.000,8.24778,15.1285000
GJ 163 d,GJ 163,1,3,603.95116000,1.030400,5.920,0.528,29.40000,0.09250,0.373000,M,3500.00,0.41,0.40,0.100,[Fe/H],6.000,8.24778,15.1285000
GJ 179 b,GJ 179,1,1,2288.00000000,2.410000,13.900,1.240,260.61000,0.82000,0.210000,M3.5 V,3370.00,0.38,0.36,0.300,[Fe/H],,9.67547,12.3560000
GJ 180 b,GJ 180,1,3,17.13300000,0.092000,2.430,0.217,6.49000,0.02042,0.070000,M2 V,3371.00,0.41,0.43,,,,8.12507,11.9407000
GJ 180 c,GJ 180,1,3,24.32900000,0.129000,2.410,0.215,6.40000,0.02014,0.090000,M2 V,3371.00,0.41,0.43,,,,8.12507,11.9407000
GJ 180 d,GJ 180,1,3,106.30000000,0.309000,2.660,0.237,7.56000,0.02379,0.140000,M3,3811.50,0.41,0.43,,,,8.12507,11.9407000
GJ 2056 b,GJ 2056,1,1,69.97100000,0.283000,4.170,0.372,16.20000,0.05097,0.720000,M0V:,4069.95,0.71,0.62,,,,2.07397,28.4434000
GJ 229 A c,GJ 229,2,2,121.99500000,0.339000,2.600,0.232,7.26800,0.02287,0.190000,M1.5V,3912.54,0.46,0.58,,,0.400,4.64116,5.7562400
GJ 229 b,GJ 229,2,2,526.11500000,0.898000,2.850,0.254,8.47800,0.02667,0.100000,M1/M2 V,3564.00,0.46,0.58,,,0.400,4.64116,5.7562400
GJ 251 b,GJ 251,1,1,14.23800000,0.081800,1.830,0.163,4.00000,0.01259,0.100000,M3.0 V,3451.00,0.36,0.36,-0.030,[Fe/H],,10.05319,5.5805700
GJ 27.1 b,GJ 27.1,1,1,15.81900000,0.101000,3.660,0.327,13.00000,0.04090,0.080000,M0.5 V,3542.00,0.52,0.53,,,,5.21124,23.6062000
GJ 273 b,GJ 273,1,2,18.64980000,0.091101,1.510,0.135,2.89000,0.00909,0.100000,M3.5,3382.00,0.29,0.29,0.090,[Fe/H],,13.19438,5.9215350
GJ 273 c,GJ 273,1,2,4.72340000,0.036467,1.060,0.094,1.18000,0.00371,0.170000,M3.5,3382.00,0.29,0.29,0.090,[Fe/H],,13.19438,5.9215350
GJ 3021 b,GJ 3021,2,1,133.71000000,0.490000,13.100,1.170,1071.04000,3.37000,0.511000,G6 V,5540.00,0.90,0.90,0.100,[Fe/H],0.370,2.00940,17.5559000
GJ 3082 b,GJ 3082,1,1,11.94900000,0.079000,2.790,0.249,8.20000,0.02580,0.220000,M4,3910.00,0.47,0.47,,,,6.47822,16.6186000
GJ 3138 b,GJ 3138,1,3,1.22003000,0.019700,1.180,0.106,1.78000,0.00560,0.190000,M0,3717.00,0.50,0.68,-0.300,[Fe/H],,3.47127,28.4712000
GJ 3138 c,GJ 3138,1,3,5.97400000,0.057000,1.880,0.167,4.18000,0.01315,0.110000,M0,3717.00,0.50,0.68,-0.300,[Fe/H],,3.47127,28.4712000
GJ 3138 d,GJ 3138,1,3,257.80000000,0.698000,3.230,0.288,10.50000,0.03304,0.320000,M0,3717.00,0.50,0.68,-0.300,[Fe/H],,3.47127,28.4712000
GJ 317 b,GJ 317,1,2,695.66000000,1.151000,13.300,1.180,794.50000,2.50000,0.070000,M2.5 V,3510.00,0.43,0.42,0.360,[Fe/H],5.000,7.64772,15.1968000
GJ 317 c,GJ 317,1,2,6739.32300000,5.230000,13.500,1.200,522.50000,1.64396,0.170000,M2.5 V,3510.00,0.43,0.42,0.360,[Fe/H],5.000,7.64772,15.1968000
GJ 328 b,GJ 328,1,1,4100.00000000,4.500000,13.300,1.190,731.00000,2.30000,0.370000,M1,3900.00,0.65,0.69,0.000,[M/H],,3.21063,20.5266000
GJ 3293 b,GJ 3293,1,4,30.59870000,0.143390,5.190,0.463,23.54000,0.07406,0.060000,M2.5,3466.00,0.40,0.42,0.020,[Fe/H],,6.89996,20.1903000
GJ 3293 c,GJ 3293,1,4,122.61960000,0.361750,4.870,0.434,21.09000,0.06636,0.110000,M2.5,3466.00,0.40,0.42,0.020,[Fe/H],,6.89996,20.1903000
GJ 3293 d,GJ 3293,1,4,48.13450000,0.193940,2.670,0.238,7.60000,0.02391,0.120000,M2.5,3466.00,0.40,0.42,0.020,[Fe/H],,6.89996,20.1903000
GJ 3293 e,GJ 3293,1,4,13.25430000,0.082080,1.630,0.145,3.28000,0.01032,0.210000,M2.5,3466.00,0.40,0.42,0.020,[Fe/H],,6.89996,20.1903000
GJ 3323 b,GJ 3323,1,2,5.36360000,0.032820,1.230,0.109,2.02000,0.00636,0.230000,M4,3159.00,0.12,0.16,-0.270,[Fe/H],,,5.3748400
GJ 3323 c,GJ 3323,1,2,40.54000000,0.126400,1.320,0.118,2.31000,0.00727,0.170000,M4,3159.00,0.12,0.16,-0.270,[Fe/H],,,5.3748400
GJ 3341 b,GJ 3341,1,1,14.20700000,0.089000,2.460,0.219,6.60000,0.02080,0.310000,M2.5,3526.00,0.44,0.47,-0.090,[Fe/H],,6.49365,23.6190000
GJ 338 B b,GJ 338 B,2,1,24.45000000,0.141000,3.190,0.284,10.27000,0.03231,0.110000,M0.0 V,4005.00,0.58,0.64,-0.030,[Fe/H],4.000,4.04454,6.3325600
GJ 3470 b,GJ 3470,1,1,3.33664960,0.035500,4.570,0.408,13.90000,0.04373,0.017000,M1.5,3600.00,0.55,0.54,0.200,[Fe/H],1.650,3.30000,29.4214000
GJ 3473 b,GJ 3473,2,2,1.19800350,0.015890,1.264,0.113,1.86000,0.00585,0.000000,M4,3347.00,0.36,0.36,0.110,[Fe/H],,10.93000,27.3644000
GJ 3473 c,GJ 3473,2,2,15.50900000,0.087600,2.630,0.235,7.41000,0.02331,0.000000,M4,3347.00,0.36,0.36,0.110,[Fe/H],,10.93000,27.3644000
GJ 3512 b,GJ 3512,1,1,203.59000000,0.338000,14.300,1.270,147.15529,0.46300,0.435600,M5.5 V,3081.00,0.14,0.12,-0.070,[Fe/H],5.500,47.47816,9.4863700
GJ 357 b,GJ 357,1,3,3.93072000,0.035000,1.217,0.109,1.84000,0.00579,,M2.5 V,3505.00,0.34,0.34,-0.120,[Fe/H],,13.60000,9.4418100
GJ 357 c,GJ 357,1,3,9.12470000,0.061000,1.660,0.148,3.40000,0.01070,,M2.5 V,3505.00,0.34,0.34,-0.120,[Fe/H],,13.60000,9.4418100
GJ 357 d,GJ 357,1,3,55.66100000,0.204000,2.340,0.209,6.10000,0.01919,,M2.5 V,3505.00,0.34,0.34,-0.120,[Fe/H],,13.60000,9.4418100
GJ 3634 b,GJ 3634,1,1,2.64561000,0.028700,2.830,0.253,8.40000,0.02600,0.080000,M2.5,3517.00,0.43,0.45,,,5.000,6.74048,20.3779000
GJ 3779 b,GJ 3779,1,1,3.02320000,0.026000,2.750,0.245,8.00000,0.02517,0.070000,M4.0 V,3324.00,0.28,0.27,0.000,[Fe/H],,16.23344,13.7430000
GJ 3942 b,GJ 3942,1,1,6.90500000,0.060800,2.570,0.229,7.14000,0.02246,0.121000,M0,3867.00,0.61,0.63,-0.040,[Fe/H],,4.16712,16.9287000
GJ 3998 b,GJ 3998,1,2,2.64977000,0.029000,1.380,0.123,2.47000,0.00777,0.000000,M1,3722.00,0.49,0.50,-0.160,[Fe/H],,5.18823,18.1459000
GJ 3998 c,GJ 3998,1,2,13.74000000,0.089000,2.380,0.212,6.26000,0.01970,0.049000,M1,3722.00,0.49,0.50,-0.160,[Fe/H],,5.18823,18.1459000
GJ 411 b,GJ 411,1,1,12.94600000,0.078900,1.450,0.129,2.69000,0.00846,0.120000,M1.5 V,3601.00,0.39,0.39,-0.090,[Fe/H],,9.60131,5.6757730
GJ 414 A b,GJ 414 A,2,2,50.80000000,0.232400,2.630,0.235,7.60000,0.02391,0.450000,K7 V,4120.00,0.68,0.65,0.240,[Fe/H],12.400,2.15240,11.8893000
GJ 414 A c,GJ 414 A,2,2,749.83000000,1.400000,8.400,0.749,53.83000,0.16937,0.105000,K7 V,4120.00,0.68,0.65,0.240,[Fe/H],12.400,2.15240,11.8893000
GJ 422 b,GJ 422,1,1,20.12900000,0.111000,3.330,0.297,11.07000,0.03483,0.110000,M3.5 V,3323.00,0.37,0.35,,,,9.92794,12.6631000
GJ 4276 b,GJ 4276,1,1,13.35200000,0.082000,4.220,0.377,16.57000,0.05213,0.370000,M4.0,3387.00,0.41,0.41,0.120,[Fe/H],6.900,8.27661,21.3362000
GJ 433 b,GJ 433,1,3,7.37050000,0.062000,2.330,0.208,6.04300,0.01901,0.040000,M1.5 V,3461.00,0.50,0.48,-0.170,[Fe/H],,6.36665,9.0645600
GJ 433 c,GJ 433,1,3,5094.10500000,4.819000,6.270,0.560,32.42200,0.10201,0.120000,M1.5 V,3472.00,0.47,0.48,-0.170,[Fe/H],,6.36665,9.0645600
GJ 433 d,GJ 433,1,3,36.05900000,0.178000,2.140,0.191,5.22300,0.01643,0.070000,M2V,3461.00,0.47,0.48,-0.170,[Fe/H],,6.36665,9.0645600
GJ 436 b,GJ 436,1,1,2.64388312,0.029100,4.170,0.372,22.10000,0.07000,0.138270,M2.5 V,3479.00,0.46,0.47,0.020,[Fe/H],6.000,7.00000,9.7532100
GJ 480 b,GJ 480,1,1,9.56700000,0.068000,3.690,0.330,13.20000,0.04153,0.100000,M3.5 Ve,3381.00,0.46,0.45,,,,6.73991,14.2358000
GJ 486 b,GJ 486,1,1,1.46711900,0.017340,1.305,0.116,2.82000,0.00887,0.050000,M3.5 V,3340.00,0.33,0.32,0.070,[Fe/H],,12.10824,8.0742600
GJ 504 b,GJ 504,1,1,,43.500000,13.000,1.160,1271.30000,4.00000,,G0 V,6234.00,1.26,1.22,0.280,[Fe/H],0.160,0.63882,17.5299000
GJ 536 b,GJ 536,1,1,8.70760000,0.066610,2.170,0.194,5.36000,0.01686,0.080000,M1 V,3685.00,0.50,0.52,-0.080,[Fe/H],0.400,5.44450,10.4092000
GJ 581 b,GJ 581,1,3,5.36860000,0.040610,4.110,0.366,15.80000,0.04970,0.000000,M3 V,3396.00,0.33,0.31,-0.250,[Fe/H],4.300,12.22384,6.2981000
GJ 581 c,GJ 581,1,3,12.91400000,0.072100,2.210,0.197,5.50000,0.01730,0.000000,M3 V,3396.00,0.33,0.31,-0.250,[Fe/H],4.300,12.22384,6.2981000
GJ 581 e,GJ 581,1,3,3.14900000,0.028150,1.170,0.104,1.70000,0.00530,0.000000,M3 V,3396.00,0.33,0.31,-0.250,[Fe/H],4.300,12.22384,6.2981000
GJ 625 b,GJ 625,1,1,14.62800000,0.078361,1.490,0.133,2.82000,0.00887,0.130000,M2,3499.00,0.31,0.30,-0.380,[Fe/H],,11.72633,6.4724900
GJ 649 b,GJ 649,1,1,598.30000000,1.135000,12.500,1.110,104.24400,0.32800,0.300000,M1.5,3700.00,0.46,0.54,0.080,[Fe/H],0.440,5.25992,10.3796000
GJ 667 C b,GJ 667 C,3,5,7.20040000,0.050500,2.230,0.199,5.60000,0.01800,0.130000,M1.5 V,3350.00,,0.33,-0.550,[Fe/H],2.000,,7.2439600
GJ 667 C c,GJ 667 C,3,5,28.14000000,0.125000,1.770,0.158,3.80000,0.01200,0.020000,M1.5 V,3350.00,,0.33,-0.550,[Fe/H],2.000,,7.2439600
GJ 667 C e,GJ 667 C,3,5,62.24000000,0.213000,1.450,0.129,2.70000,0.00800,0.020000,M1.5 V,3350.00,,0.33,-0.550,[Fe/H],2.000,,7.2439600
GJ 667 C f,GJ 667 C,3,5,39.02600000,0.156000,1.450,0.129,2.70000,0.00800,0.030000,M1.5 V,3350.00,,0.33,-0.550,[Fe/H],2.000,,7.2439600
GJ 667 C g,GJ 667 C,3,5,256.20000000,0.549000,1.990,0.177,4.60000,0.01400,0.080000,M1.5 V,3350.00,,0.33,-0.550,[Fe/H],2.000,,7.2439600
GJ 674 b,GJ 674,1,1,4.69380000,0.039000,3.330,0.297,11.09000,0.03500,0.200000,M2.5,3600.00,0.36,0.35,-0.280,[Fe/H],0.550,10.21003,4.5489600
GJ 676 A b,GJ 676 A,2,4,1056.80005000,1.820000,12.700,1.130,2129.46100,6.70000,0.330000,M0 V,3734.00,0.69,0.73,0.080,[Fe/H],,3.23229,16.0272000
GJ 676 A c,GJ 676 A,2,4,7337.00000000,6.600000,12.700,1.130,2161.24400,6.80000,,M0,4006.03,0.65,0.63,0.230,[Fe/H],,3.23229,16.0272000
GJ 676 A d,GJ 676 A,2,4,3.60050000,0.041300,1.930,0.173,4.40000,0.01400,0.262000,M0 V,4006.03,0.65,0.71,0.230,[Fe/H],,3.23229,16.0272000
GJ 676 A e,GJ 676 A,2,4,35.39000000,0.187000,2.770,0.247,8.10000,0.02500,0.125000,M0 V,4006.03,0.65,0.71,0.230,[Fe/H],,3.23229,16.0272000
GJ 682 b,GJ 682,1,2,17.47800000,0.080000,1.930,0.173,4.40000,0.01384,0.080000,M3.5 V,3028.00,0.30,0.27,,,,14.59297,5.0067100
GJ 682 c,GJ 682,1,2,57.32000000,0.176000,2.890,0.258,8.70000,0.02737,0.100000,M3.5 V,3028.00,0.30,0.27,,,,14.59297,5.0067100
GJ 685 b,GJ 685,1,1,24.16000000,0.134400,2.950,0.263,9.00000,0.02832,0.000000,M0.5,3816.00,0.54,0.55,-0.150,[Fe/H],,4.44737,14.3155000
GJ 687 b,GJ 687,1,2,38.14200000,0.163000,4.320,0.385,17.20000,0.05412,0.170000,M3 V,3413.00,0.42,0.40,0.150,[Fe/H],,8.37834,4.5493900
GJ 687 c,GJ 687,1,2,727.56200000,1.165000,4.140,0.369,16.00000,0.05034,0.400000,M3.0V,3413.00,0.42,0.40,0.150,[M/H],,8.37834,4.5493900
GJ 740 b,GJ 740,1,1,2.37756000,0.029000,1.530,0.137,2.96000,0.00931,0.240000,M1.0 V,3913.00,0.56,0.58,0.080,[Fe/H],,4.01176,11.1017000
GJ 832 b,GJ 832,1,2,3657.00000000,3.560000,14.000,1.250,216.00000,0.68000,0.080000,M1.5,3472.00,0.44,0.45,-0.300,[Fe/H],9.240,7.16403,4.9643500
GJ 832 c,GJ 832,1,2,35.68000000,0.163000,2.180,0.195,5.40000,0.01700,0.180000,M1.5V,3472.00,0.44,0.45,-0.300,[Fe/H],9.240,7.16403,4.9643500
GJ 849 b,GJ 849,1,1,1882.00000000,2.350000,13.800,1.230,317.83000,1.00000,0.040000,M3 V,3241.00,0.53,0.65,0.240,[Fe/H],3.000,6.51372,8.8005800
GJ 86 b,GJ 86,2,1,15.76491000,0.110000,12.900,1.150,1404.80860,4.42000,0.040000,K1V,5182.00,0.77,0.93,-0.220,[Fe/H],11.300,2.51158,10.7836000
GJ 876 b,GJ 876,1,4,61.11660000,0.208317,13.300,1.190,723.22350,2.27560,0.032400,M4 V,3271.00,0.30,0.32,0.050,[Fe/H],1.000,10.86557,4.6751700
GJ 876 c,GJ 876,1,4,30.08810000,0.129590,14.000,1.250,226.98460,0.71420,0.255910,M4 V,3271.00,0.30,0.32,0.050,[Fe/H],1.000,10.86557,4.6751700
GJ 876 d,GJ 876,1,4,1.93778000,0.020807,2.510,0.224,6.83000,0.02100,0.207000,M4 V,3271.00,0.30,0.32,0.050,[Fe/H],1.000,10.86557,4.6751700
GJ 876 e,GJ 876,1,4,124.26000000,0.334300,3.920,0.350,14.60000,0.04600,0.055000,M2.5V,3271.00,0.30,0.32,0.050,[Fe/H],1.000,10.86557,4.6751700
GJ 887 b,GJ 887,1,2,9.26200000,0.068000,1.880,0.168,4.20000,0.01321,0.000000,M1 V,3688.00,0.47,0.49,-0.060,[Fe/H],2.880,,3.2900000
GJ 887 c,GJ 887,1,2,21.78900000,0.120000,2.670,0.238,7.60000,0.02391,,M1 V,3688.00,0.47,0.49,-0.060,[Fe/H],2.880,,3.2900000
GJ 9066 b,GJ 9066,1,2,241.88300000,0.403000,6.100,0.544,30.90000,0.09722,0.180000,M4.5 V,3305.00,0.18,0.15,,,,36.04136,4.4710000
GJ 9066 c,GJ 9066,1,2,767.88700000,0.870000,10.000,0.892,71.60000,0.22528,0.330000,M4.5 V,3305.00,0.18,0.15,,,,36.04136,4.4710000
GJ 96 b,GJ 96,1,1,73.94000000,0.291000,4.670,0.417,19.66000,0.06186,0.440000,M2,3785.00,0.58,0.60,0.140,[Fe/H],,4.11988,11.9315000
GJ 9827 b,GJ 9827,1,3,1.20898190,0.018800,1.577,0.141,4.91000,0.01545,0.000000,K5 V,4340.00,0.60,0.61,-0.260,[m/H],10.000,3.97000,29.6610000
GJ 9827 c,GJ 9827,1,3,3.64809570,0.039250,1.241,0.111,0.84000,0.00264,0.000000,K5 V,4340.00,0.60,0.61,-0.260,[m/H],10.000,3.76000,29.6610000
GJ 9827 d,GJ 9827,1,3,6.20146980,0.055910,2.022,0.180,4.04000,0.01271,0.000000,K5 V,4340.00,0.60,0.61,-0.260,[m/H],10.000,3.76000,29.6610000
GQ Lup b,GQ Lup,1,1,,100.000000,33.600,3.000,6356.00000,20.00000,,K7e V,4360.00,1.94,0.70,-0.350,[Fe/H],0.001,,151.1690000
GSC 06214-00210 b,GSC 06214-00210,1,1,,320.000000,20.176,1.800,5000.00000,16.00000,,K7,4200.00,0.90,0.90,-0.060,[Fe/H],0.005,1.32072,108.5000000
GU Psc b,GU Psc,1,1,,2000.000000,14.179,1.265,3591.30000,11.30000,,M3,4031.81,0.45,0.33,0.100,[Fe/H],0.100,6.89528,47.5501000
Gl 378 b,Gl 378,1,1,3.82200000,0.039435,3.660,0.327,13.02000,0.04097,0.109000,M1,3879.00,0.56,0.56,0.060,[Fe/H],,4.44497,14.9545000
Gl 49 b,Gl 49,2,1,13.85080000,0.090500,2.240,0.200,5.63000,0.01771,0.363000,M1.5 V,3805.00,0.51,0.52,0.130,[Fe/H],,4.79974,9.8528000
Gl 686 b,Gl 686,1,1,15.53000000,0.091000,2.460,0.220,6.62400,0.02084,0.050000,M1.0 V,3656.00,0.43,0.43,-0.230,[Fe/H],,7.14549,8.1572800
HAT-P-1 b,HAT-P-1,2,1,4.46529976,0.055610,14.785,1.319,166.86075,0.52500,0.000000,G0 V,5980.00,1.17,1.15,0.130,[Fe/H],3.600,0.90800,158.9790000
HAT-P-11 b,HAT-P-11,1,2,4.88780244,0.052540,4.360,0.389,26.69772,0.08400,0.218000,K4,4780.00,0.68,0.81,0.310,[Fe/H],6.500,3.70008,37.7647000
HAT-P-11 c,HAT-P-11,1,2,3407.00000000,4.130000,13.300,1.190,731.00900,2.30000,0.601000,K4,4780.00,0.68,0.81,0.310,[Fe/H],6.500,3.70008,37.7647000
HAT-P-12 b,HAT-P-12,1,1,3.21305980,0.038400,10.749,0.959,67.05900,0.21100,0.000000,K4,4650.00,0.70,0.73,-0.290,[Fe/H],2.500,2.20500,142.7510000
HAT-P-13 b,HAT-P-13,1,2,2.91625000,0.043830,14.258,1.272,270.46200,0.85100,0.013300,G4,5653.00,1.76,1.32,0.460,[Fe/H],5.000,0.23563,246.8100000
HAT-P-13 c,HAT-P-13,1,2,446.27000000,1.258000,12.300,1.100,4538.42100,14.28000,0.661600,G4,5653.00,1.76,1.32,0.460,[Fe/H],5.000,0.23563,246.8100000
HAT-P-14 b,HAT-P-14,2,1,4.62767000,0.059600,15.917,1.420,1093.33520,3.44000,0.110000,F5 V,6600.00,1.82,2.65,0.110,[Fe/H],1.600,0.62000,222.6630000
HAT-P-15 b,HAT-P-15,1,1,10.86350000,0.096500,11.882,1.060,616.59020,1.94000,0.190000,G5,5568.00,1.07,1.00,0.220,[Fe/H],6.800,1.14000,192.5160000
HAT-P-16 b,HAT-P-16,3,1,2.77596000,0.041300,14.448,1.289,1332.60500,4.19300,0.036000,F8,6158.00,1.24,1.22,0.170,[Fe/H],2.000,1.10400,226.6370000
HAT-P-17 b,HAT-P-17,1,2,10.33852000,0.088200,11.769,1.050,184.34140,0.58000,0.350000,K,5246.00,0.87,0.99,0.000,[Fe/H],7.800,2.08000,92.3831000
HAT-P-17 c,HAT-P-17,1,2,5584.00000000,5.600000,13.100,1.170,1080.60000,3.40000,0.390000,K,5336.96,0.84,0.92,0.051,[M/H],7.800,2.19868,92.3831000
HAT-P-18 b,HAT-P-18,1,1,5.50802300,0.055900,11.153,0.995,62.61000,0.19700,0.084000,K2,4803.00,0.75,0.77,0.100,[Fe/H],12.400,2.94000,161.4000000
HAT-P-19 b,HAT-P-19,1,1,4.00877800,0.046600,12.689,1.132,92.80200,0.29200,0.067000,K1,4990.00,0.82,0.84,0.230,[Fe/H],8.800,2.32555,202.0780000
HAT-P-2 b,HAT-P-2,1,1,5.63351580,0.068140,10.660,0.951,2765.12100,8.70000,0.517200,F8,6380.00,1.39,1.33,0.180,[Fe/H],1.440,0.43400,127.7740000
HAT-P-20 b,HAT-P-20,1,1,2.87531700,0.036100,9.718,0.867,2302.89900,7.24600,0.015000,K3,4595.00,0.69,0.76,0.350,[Fe/H],6.700,2.36000,71.0374000
HAT-P-21 b,HAT-P-21,1,1,4.12448000,0.049400,12.442,1.110,1547.83210,4.87000,0.230000,G3,5588.00,1.21,1.24,0.010,[Fe/H],10.200,1.00000,277.2780000
HAT-P-22 b,HAT-P-22,2,1,3.21222000,0.041400,12.890,1.150,785.04010,2.47000,0.020000,G5 V,5302.00,1.11,1.13,0.240,[Fe/H],12.400,1.16000,81.7647000
HAT-P-23 b,HAT-P-23,1,1,1.21288000,0.023200,12.218,1.090,425.89220,1.34000,0.110000,G0,5905.00,0.96,0.58,0.150,[Fe/H],4.000,0.92000,364.8130000
HAT-P-24 b,HAT-P-24,2,1,3.35524000,0.046510,14.572,1.300,238.37250,0.75000,0.070000,F8,6373.00,1.38,1.37,-0.160,[Fe/H],2.800,0.74000,415.3440000
HAT-P-25 b,HAT-P-25,1,1,3.65281514,0.046600,12.722,1.135,180.84527,0.56900,0.023000,G5,5519.00,0.92,1.01,0.294,[Fe/H],3.200,1.84000,300.3840000
HAT-P-26 b,HAT-P-26,1,1,4.23452000,0.047900,7.062,0.630,22.24810,0.07000,0.120000,K1,5079.00,0.87,1.12,-0.040,[Fe/H],9.000,2.37000,141.8370000
HAT-P-27 b,HAT-P-27,2,1,3.03957700,0.040000,11.430,1.020,197.05000,0.62000,0.000000,G8,5316.00,0.86,0.92,0.300,[M/H],4.400,1.99758,199.1730000
HAT-P-28 b,HAT-P-28,1,1,3.25721500,0.043400,13.585,1.212,198.95300,0.62600,0.051000,G3,5680.00,1.10,1.02,0.120,[Fe/H],6.100,1.24374,401.3190000
HAT-P-29 b,HAT-P-29,2,1,5.72319000,0.066700,13.115,1.170,279.69040,0.88000,0.090000,F8,6087.00,1.30,1.45,0.210,[Fe/H],2.200,0.93000,313.5760000
HAT-P-3 b,HAT-P-3,2,1,2.89970000,0.038660,10.536,0.940,206.58950,0.65000,0.000000,K,5185.00,0.87,1.06,0.270,[Fe/H],1.600,2.28000,134.5540000
HAT-P-30 b,HAT-P-30,2,1,2.81060000,0.041900,16.141,1.440,263.79890,0.83000,0.040000,F7,6304.00,1.31,1.55,0.130,[Fe/H],1.000,0.98000,213.9850000
HAT-P-31 b,HAT-P-31,1,1,5.00542000,0.061000,12.218,1.090,721.47410,2.27000,0.250000,,6065.00,1.39,1.31,0.150,[Fe/H],3.170,0.69000,344.0500000
HAT-P-32 b,HAT-P-32,2,1,2.15000820,0.033970,22.194,1.980,216.12440,0.68000,0.159000,,6001.00,1.37,1.13,-0.160,[Fe/H],2.700,0.62500,289.2050000
HAT-P-33 b,HAT-P-33,2,1,3.47447000,0.049950,20.737,1.850,292.40360,0.92000,0.000000,F4,6446.00,1.79,1.82,0.050,[Fe/H],2.300,0.45000,396.1100000
HAT-P-34 b,HAT-P-34,1,1,5.45265400,0.067740,13.417,1.197,1058.37390,3.33000,0.432000,,6442.00,1.53,1.39,0.220,,1.700,0.50500,249.3250000
