pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_orbeccen,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_age,st_dens,sy_dist
Kepler-996 b,Kepler-996,1,1,3.77059058,0.047400,1.980,0.177,4.58000,0.01440,0.000000,,6014.00,1.14,1.09,0.030,[Fe/H],3.630,3.67551,1216.5800000
Kepler-997 b,Kepler-997,1,1,2.70730672,0.039700,1.360,0.121,2.42000,0.00761,0.000000,,6150.00,1.56,1.22,0.050,[Fe/H],3.630,0.44755,467.5680000
Kepler-998 b,Kepler-998,1,1,5.65377733,0.062600,2.320,0.207,5.99000,0.01890,0.000000,,6058.00,1.18,1.12,0.070,[Fe/H],3.310,5.80107,986.3640000
Kepler-999 b,Kepler-999,1,1,5.99185702,0.068100,2.340,0.209,6.08000,0.01910,0.000000,,6237.00,1.65,1.29,0.050,[Fe/H],3.090,0.35446,545.0630000
L 168-9 b,L 168-9,1,1,1.40150000,0.020910,1.390,0.124,4.60000,0.01447,0.210000,M1 V,3800.00,0.60,0.62,0.040,[Fe/H],,3.88024,25.1496000
L 98-59 b,L 98-59,1,3,2.25310000,0.022820,0.800,0.071,1.01000,0.00318,0.120000,M3 V,3412.00,0.31,0.31,-0.500,[Fe/H],1.000,15.80000,10.6194000
L 98-59 c,L 98-59,1,3,3.69040000,0.031700,1.350,0.120,2.42000,0.00761,0.070000,M3 V,3412.00,0.31,0.31,-0.500,[Fe/H],1.000,15.80000,10.6194000
L 98-59 d,L 98-59,1,3,7.45120000,0.050600,1.570,0.140,2.31000,0.00727,0.090000,M3 V,3412.00,0.31,0.31,-0.500,[Fe/H],1.000,15.80000,10.6194000
LHS 1140 b,LHS 1140,1,2,24.73695900,0.093600,1.727,0.154,6.98000,0.02196,0.060000,M4.5 V,3216.00,0.21,0.18,-0.240,[Fe/H],5.000,25.99071,14.9861000
LHS 1140 c,LHS 1140,1,2,3.77793100,0.026750,1.282,0.114,1.81000,0.00569,0.310000,M4.5 V,3216.00,0.21,0.18,-0.240,[Fe/H],5.000,25.99071,14.9861000
LHS 1815 b,LHS 1815,1,1,3.81433000,0.040400,1.088,0.097,8.70000,0.02737,0.000000,M1,3643.00,0.50,0.50,-0.120,[Fe/H],,5.60000,29.8424000
LHS 3844 b,LHS 3844,1,1,0.46292913,0.006220,1.303,0.116,2.25000,0.00708,,M5,3036.00,0.19,0.15,,,,31.73000,14.8846000
LP 714-47 b,LP 714-47,1,1,4.05203700,0.041700,4.700,0.419,30.80000,0.09691,0.040000,M0.0 V,3950.00,0.58,0.59,0.410,[Fe/H],,3.73287,52.6160000
LP 791-18 b,LP 791-18,1,2,0.94800500,0.009690,1.120,0.100,1.46000,0.00459,0.000000,M(6.1+/-0.7) V,2960.00,0.17,0.14,-0.090,[Fe/H],0.500,31.10000,26.4927000
LP 791-18 c,LP 791-18,1,2,4.98996300,0.029392,2.310,0.206,5.95000,0.01870,0.000000,M(6.1+/-0.7) V,2960.00,0.17,0.14,-0.090,[Fe/H],0.500,31.10000,26.4927000
LSPM J2116+0234 b,LSPM J2116+0234,1,1,14.43990000,0.087600,3.710,0.331,13.30000,0.04185,0.183000,M3.0 V,3475.00,0.43,0.43,-0.050,[Fe/H],2.000,7.51790,17.6297000
LTT 1445 A b,LTT 1445 A,3,1,5.35882000,0.038070,1.380,0.123,2.20000,0.00692,0.190000,M2.5V,3337.00,0.28,0.26,-0.340,[Fe/H],,17.30000,6.8692900
LTT 3780 b,LTT 3780,2,2,0.76844800,0.012110,1.332,0.119,2.62000,0.00824,0.000000,M4 V,3331.00,0.37,0.40,0.280,[Fe/H],,9.74547,21.9814000
LTT 3780 c,LTT 3780,2,2,12.25190000,0.076730,2.300,0.205,8.60000,0.02706,0.060000,M4 V,3331.00,0.37,0.40,0.280,[Fe/H],,9.74547,21.9814000
LTT 9779 b,LTT 9779,1,1,0.79205200,0.016790,4.720,0.421,29.32000,0.09225,0.000000,G7 V,5443.00,0.95,0.77,0.270,[Fe/H],1.900,1.81000,80.4373000
LkCa 15 b,LkCa 15,1,2,,14.700000,,,,,,,4194.00,1.61,,0.260,[Fe/H],,,158.1520000
LkCa 15 c,LkCa 15,1,2,,18.600000,,,,,,,4194.00,1.61,,0.260,[Fe/H],,,158.1520000
Lupus-TR-3 b,Lupus-TR-3,1,1,3.91405000,0.046400,9.976,0.890,257.43100,0.81000,0.000000,,5000.00,0.82,0.87,,,,11.19938,773.4090000
MASCARA-1 b,MASCARA-1,1,1,2.14878000,0.043000,16.814,1.500,1175.97100,3.70000,0.000000,A8,7554.00,2.10,1.72,0.000,[Fe/H],1.000,0.33000,182.2730000
MASCARA-4 b,MASCARA-4,2,1,2.82406000,0.047000,17.150,1.530,985.27300,3.10000,0.000000,A7 V,7800.00,1.92,1.75,0.000,[Fe/H],0.800,0.35500,170.6960000
MOA-2007-BLG-192L b,MOA-2007-BLG-192L,1,1,,0.620000,1.630,0.146,3.30000,0.01000,,,,,0.06,,,,,1000.0000000
MOA-2007-BLG-400L b,MOA-2007-BLG-400L,1,1,,6.500000,13.900,1.240,260.00000,0.83000,,,,,0.30,,,,,5800.0000000
MOA-2008-BLG-310L b,MOA-2008-BLG-310L,1,1,,1.100000,5.180,0.462,23.40000,0.07360,,,,,0.21,,,,,7700.0000000
MOA-2008-BLG-379L b,MOA-2008-BLG-379L,1,1,,2.700000,13.000,1.160,1300.00000,4.10000,,K,,,0.56,,,,,3300.0000000
MOA-2009-BLG-266L b,MOA-2009-BLG-266L,1,1,2774.00000000,3.200000,3.210,0.286,10.40000,0.03270,,,,,0.56,,,,,3040.0000000
MOA-2009-BLG-319L b,MOA-2009-BLG-319L,1,1,,2.030000,9.640,0.860,67.30000,0.21200,,,,,0.52,,,,,7050.0000000
MOA-2009-BLG-387L b,MOA-2009-BLG-387L,1,1,1982.00000000,1.800000,13.200,1.180,830.00000,2.60000,,,,,0.19,,,,,5690.0000000
MOA-2010-BLG-073L b,MOA-2010-BLG-073L,1,1,,1.210000,12.400,1.110,3500.00000,11.00000,,,,,0.16,,,,,2800.0000000
MOA-2010-BLG-117L b,MOA-2010-BLG-117L,1,1,,2.420000,14.200,1.270,170.00000,0.54000,,,,,0.58,,,,,3500.0000000
MOA-2010-BLG-328L b,MOA-2010-BLG-328L,1,1,,0.920000,2.990,0.266,9.20000,0.02900,,,,,0.11,,,,,810.0000000
MOA-2010-BLG-353L b,MOA-2010-BLG-353L,1,1,,1.720000,11.100,0.994,86.00000,0.27000,,,,,0.18,,,,,6430.0000000
MOA-2010-BLG-477L b,MOA-2010-BLG-477L,1,1,,2.000000,13.600,1.210,480.00000,1.50000,,,5950.00,,0.67,,,,,2300.0000000
MOA-2011-BLG-028L b,MOA-2011-BLG-028L,1,1,,4.140000,5.990,0.535,30.00000,0.09000,,,,,0.75,,,,,7380.0000000
MOA-2011-BLG-262L b,MOA-2011-BLG-262L,1,1,,0.950000,4.290,0.383,17.00000,0.05300,,,,,0.11,,,,,7200.0000000
MOA-2011-BLG-291L b,MOA-2011-BLG-291L,1,1,,0.690000,4.430,0.396,18.00000,0.05700,,,,,0.15,,,,,4400.0000000
MOA-2011-BLG-293L b,MOA-2011-BLG-293L,1,1,547.50000000,1.100000,12.900,1.150,1500.00000,4.80000,,,,,0.86,,,,,7720.0000000
MOA-2011-BLG-322L b,MOA-2011-BLG-322L,1,1,,4.300000,12.400,1.110,3690.00000,11.60000,,,,,0.39,,,,,7560.0000000
MOA-2012-BLG-006L b,MOA-2012-BLG-006L,1,1,,10.200000,12.600,1.120,2700.00000,8.40000,,,,,0.49,,,,,5300.0000000
MOA-2012-BLG-505L b,MOA-2012-BLG-505L,1,1,,0.900000,2.480,0.221,6.70000,0.02110,,,,,0.10,,,,,7210.0000000
MOA-2013-BLG-220L b,MOA-2013-BLG-220L,1,1,,3.030000,13.200,1.180,871.00000,2.74000,,,,,0.88,,,,,6720.0000000
MOA-2013-BLG-605L b,MOA-2013-BLG-605L,1,1,,0.930000,1.620,0.144,3.24000,0.01020,,,,,0.02,,,,,850.0000000
MOA-2015-BLG-337L b,MOA-2015-BLG-337L,1,1,,0.240000,6.420,0.572,33.70000,0.10600,,,,,0.01,,,,,7100.0000000
MOA-2016-BLG-227L b,MOA-2016-BLG-227L,1,1,,1.390000,13.200,1.180,890.00000,2.80000,,,,,0.29,,,,,6500.0000000
MOA-2016-BLG-319L b,MOA-2016-BLG-319L,1,1,,0.950000,14.100,1.260,200.00000,0.62000,,,,,0.15,,,,,6800.0000000
MOA-bin-1L b,MOA-bin-1L,1,1,,8.300000,13.000,1.160,1200.00000,3.70000,,,,,0.75,,,,,5100.0000000
MOA-bin-29 b,MOA-bin-29,1,1,,0.480000,14.100,1.260,190.00000,0.60000,,,,,0.03,,,,,7120.0000000
MXB 1658-298 b,MXB 1658-298,2,1,760.00000000,1.613000,12.000,1.070,7532.57100,23.70000,,,,,1.98,,,,,
NGC 2682 Sand 364 b,NGC 2682 Sand 364,1,1,121.71000000,0.530000,12.700,1.130,2126.28270,6.69000,0.350000,K3 III,4284.00,39.59,9.06,-0.020,[Fe/H],4.150,,817.1920000
NGC 2682 Sand 978 b,NGC 2682 Sand 978,1,1,511.21000000,,13.300,1.190,692.86940,2.18000,0.160000,K4 III,4200.00,21.02,1.37,-0.020,[M/H],,,821.9180000
NGC 2682 YBP 1194 b,NGC 2682 YBP 1194,1,1,6.95900000,,12.300,1.100,101.70560,0.32000,0.300000,G5 V,5780.00,0.99,1.01,0.023,[Fe/H],4.150,1.43409,872.9200000
NGC 2682 YBP 1514 b,NGC 2682 YBP 1514,1,1,5.11800000,,14.000,1.250,127.13200,0.40000,0.280000,G5 V,5725.00,0.89,0.96,0.030,[Fe/H],4.150,1.12635,914.2210000
NGC 2682 YBP 401 b,NGC 2682 YBP 401,1,1,4.08700000,,14.300,1.270,146.20180,0.46000,0.150000,F9 V,6165.00,1.22,1.14,-0.046,[M/H],,0.83866,830.8220000
NGTS-1 b,NGTS-1,1,1,2.64729800,0.032600,14.908,1.330,258.07796,0.81200,0.016000,M0.5,3916.00,0.57,0.62,0.000,[M/H],,4.40000,218.1210000
NGTS-10 b,NGTS-10,1,1,0.76689440,0.014300,13.507,1.205,687.14846,2.16200,0.000000,K5 V,4600.00,0.70,0.70,-0.020,[M/H],10.400,,324.6986504
NGTS-11 b,NGTS-11,1,1,35.45533000,0.201000,9.158,0.817,109.33352,0.34400,0.130000,K,5050.00,0.83,0.86,0.220,[Fe/H],3.900,2.10900,190.4220000
NGTS-12 b,NGTS-12,1,1,7.53280600,0.075700,11.747,1.048,66.10864,0.20800,0.000000,G,5690.00,1.59,1.02,-0.030,[Fe/H],9.400,0.35900,446.4420000
NGTS-13 b,NGTS-13,1,1,4.11902700,0.054900,12.801,1.142,1538.29720,4.84000,0.086000,,5819.00,1.79,1.30,0.250,[Fe/H],4.230,0.31000,647.5950000
NGTS-14 A b,NGTS-14 A,2,1,3.53571730,0.040300,4.977,0.444,29.24036,0.09200,0.000000,K1 V,5187.00,0.84,0.90,0.100,[Fe/H],5.900,2.00067,322.1480000
NGTS-2 b,NGTS-2,1,1,4.51116400,0.063000,17.878,1.595,235.19420,0.74000,0.000000,F5 V,6478.00,1.70,1.64,-0.060,[Fe/H],2.170,0.47700,356.3910000
NGTS-3 A b,NGTS-3 A,2,1,1.67537280,0.023000,16.589,1.480,756.43540,2.38000,,G6 V,5600.00,0.93,1.02,0.120,[Fe/H],,1.09000,743.9720000
NGTS-4 b,NGTS-4,1,1,1.33735080,0.019000,3.180,0.284,20.60000,0.06481,0.000000,,5143.00,0.84,0.75,-0.280,[M/H],,1.91000,280.5550000
NGTS-5 b,NGTS-5,1,1,3.35698660,0.038200,12.733,1.136,72.78307,0.22900,0.000000,K2 V,4987.00,0.74,0.66,0.120,[Fe/H],,2.81225,306.7790000
NGTS-6 b,NGTS-6,1,1,0.88205900,0.016770,14.863,1.326,425.57437,1.33900,0.000000,,4730.00,0.75,0.77,0.110,[Fe/H],9.770,3.93040,308.2620000
NGTS-8 b,NGTS-8,1,1,2.49970000,0.035000,12.218,1.090,295.58190,0.93000,0.010000,K0 V,5241.00,0.98,0.89,0.240,[Fe/H],12.480,1.23245,428.9760000
NGTS-9 b,NGTS-9,1,1,4.43527000,0.058000,11.994,1.070,921.70700,2.90000,0.060000,F8 V,6330.00,1.38,1.34,0.310,[Fe/H],0.960,0.64571,609.1280000
NN Ser c,NN Ser,2,2,5573.55000000,5.350000,12.600,1.130,2329.60000,7.33000,0.080000,WD,57000.00,,0.54,,,,,515.8180000
NN Ser d,NN Ser,2,2,2883.50000000,3.430000,13.300,1.190,731.00000,2.30000,0.190000,WD,57000.00,,0.54,,,,,515.8180000
NSVS 14256825 b,NSVS 14256825,2,1,3225.00000000,3.120000,12.300,1.100,4497.29450,14.15000,0.120000,,40000.00,0.19,0.42,,,,80.39140,820.8770000
NY Vir b,NY Vir,2,2,3160.00000000,3.300000,13.300,1.190,730.97800,2.30000,0.150000,,32780.00,0.15,0.46,,,,187.95240,544.0240000
NY Vir c,NY Vir,2,2,8799.00000000,,12.800,1.140,1760.77820,5.54000,0.150000,,32780.00,0.15,0.46,,,,187.95240,544.0240000
OGLE-2003-BLG-235L b,OGLE-2003-BLG-235L,1,1,,4.300000,13.200,1.180,830.00000,2.60000,,K V,,,0.63,,,,,5800.0000000
OGLE-2005-BLG-071L b,OGLE-2005-BLG-071L,1,1,,3.600000,13.000,1.160,1200.00000,3.80000,,,,,0.46,,,,,3200.0000000
OGLE-2005-BLG-169L b,OGLE-2005-BLG-169L,1,1,,3.500000,3.840,0.343,14.10000,0.04440,,K5,,,0.69,,,,,4100.0000000
OGLE-2005-BLG-390L b,OGLE-2005-BLG-390L,1,1,3285.00000000,2.600000,2.210,0.197,5.50000,0.01700,,,,,0.22,,,,,6600.0000000
OGLE-2006-BLG-109L b,OGLE-2006-BLG-109L,1,2,1788.50000000,2.300000,14.000,1.250,231.00000,0.72700,,,,,0.51,,,,,1510.0000000
OGLE-2006-BLG-109L c,OGLE-2006-BLG-109L,1,2,4927.50000000,4.500000,11.100,0.994,86.00000,0.27000,0.150000,,,,0.51,,,,,1510.0000000
OGLE-2007-BLG-349L AB c,OGLE-2007-BLG-349L A,2,1,2557.00000000,2.590000,10.700,0.952,80.00000,0.30000,,M,,,0.41,,,,,2760.0000000
OGLE-2007-BLG-368L b,OGLE-2007-BLG-368L,1,1,,2.800000,4.720,0.421,20.00000,0.06000,,,,,0.64,,,,,5900.0000000
OGLE-2008-BLG-092L b,OGLE-2008-BLG-092L,2,1,,15.000000,8.740,0.780,57.00000,0.18000,,,,,0.71,,,,,8100.0000000
OGLE-2008-BLG-355L b,OGLE-2008-BLG-355L,1,1,,1.700000,12.900,1.150,1500.00000,4.60000,,,,,0.37,,,,,6800.0000000
OGLE-2011-BLG-0173L b,OGLE-2011-BLG-0173L,1,1,,8.000000,9.010,0.804,60.00000,0.19000,,,,,0.41,,,,,6100.0000000
OGLE-2011-BLG-0251L b,OGLE-2011-BLG-0251L,1,1,,2.720000,14.200,1.270,170.00000,0.53000,,M,,,0.26,,,,,2570.0000000
OGLE-2011-BLG-0265L b,OGLE-2011-BLG-0265L,1,1,,1.890000,13.900,1.240,280.00000,0.88000,,,,,0.21,,,,,4380.0000000
OGLE-2012-BLG-0026L b,OGLE-2012-BLG-0026L,1,2,,4.000000,7.720,0.688,46.10000,0.14500,,G5 V,,,1.06,,,5.000,,4019.0000000
OGLE-2012-BLG-0026L c,OGLE-2012-BLG-0026L,1,2,,4.800000,13.900,1.240,270.00000,0.86000,,G5 V,,,1.06,,,5.000,,4019.0000000
OGLE-2012-BLG-0358L b,OGLE-2012-BLG-0358L,1,1,,0.870000,13.400,1.200,588.00000,1.85000,,,,,0.02,,,,,1760.0000000
OGLE-2012-BLG-0406L b,OGLE-2012-BLG-0406L,1,1,,3.450000,13.200,1.180,868.00000,2.73000,,,,,0.44,,,,,4970.0000000
OGLE-2012-BLG-0563L b,OGLE-2012-BLG-0563L,1,1,,0.740000,13.600,1.210,120.00000,0.39000,,,,,0.34,,,,,1300.0000000
OGLE-2012-BLG-0724L b,OGLE-2012-BLG-0724L,1,1,,1.600000,14.300,1.270,150.00000,0.47000,,M V,,,0.29,,,,,6700.0000000
OGLE-2012-BLG-0838L b,OGLE-2012-BLG-0838L,1,1,,4.430000,8.390,0.748,53.10000,0.16700,,,,,0.40,,,,,6320.0000000
OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,1,1,,2.600000,6.560,0.585,35.00000,0.11000,,M V,,,0.57,,,,,2600.0000000
OGLE-2013-BLG-0102L b,OGLE-2013-BLG-0102L,1,1,,0.800000,12.300,1.100,4100.00000,13.00000,,,,,0.10,,,,,3040.0000000
OGLE-2013-BLG-0132L b,OGLE-2013-BLG-0132L,1,1,,3.600000,11.600,1.030,92.00000,0.29000,,,,,0.54,,,,,3900.0000000
OGLE-2013-BLG-0341L B b,OGLE-2013-BLG-0341L B,2,1,,0.702000,1.160,0.104,1.66000,0.00522,,,,,0.11,,,,,911.0000000
OGLE-2013-BLG-0911L b,OGLE-2013-BLG-0911L,1,1,,0.390000,12.500,1.120,3020.00000,9.51000,,,,,0.29,,,,,3220.0000000
OGLE-2013-BLG-1721L b,OGLE-2013-BLG-1721L,1,1,,2.600000,14.100,1.260,200.00000,0.64000,,,,,0.46,,,,,6300.0000000
OGLE-2013-BLG-1761L b,OGLE-2013-BLG-1761L,1,1,,1.800000,13.200,1.180,860.00000,2.70000,,,,,0.33,,,,,6900.0000000
OGLE-2014-BLG-0124L b,OGLE-2014-BLG-0124L,1,1,,3.110000,14.200,1.270,160.00000,0.51000,,,,,0.71,,,,,4100.0000000
OGLE-2014-BLG-0676L b,OGLE-2014-BLG-0676L,1,1,,4.400000,13.100,1.170,982.00000,3.09000,,,,,0.62,,,,,2220.0000000
OGLE-2014-BLG-1722L b,OGLE-2014-BLG-1722L,1,2,,1.500000,8.590,0.766,55.30000,0.17400,,,,,0.40,,,,,6400.0000000
OGLE-2014-BLG-1722L c,OGLE-2014-BLG-1722L,1,2,,1.700000,11.000,0.978,83.70000,0.26300,,,,,0.40,,,,,6400.0000000
OGLE-2014-BLG-1760L b,OGLE-2014-BLG-1760L,1,1,,1.750000,14.200,1.260,180.00000,0.56000,,,,,0.51,,,,,6860.0000000
OGLE-2015-BLG-0051L b,OGLE-2015-BLG-0051L,1,1,,0.730000,14.000,1.250,230.00000,0.72000,,,,,0.10,,,,,8200.0000000
OGLE-2015-BLG-0954L b,OGLE-2015-BLG-0954L,1,1,,1.600000,13.100,1.170,1100.00000,3.40000,,,,,0.30,,,,,1200.0000000
OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,1,1,,2.700000,4.860,0.433,21.00000,0.06600,,,,,0.38,,,,,3300.0000000
OGLE-2015-BLG-1649L b,OGLE-2015-BLG-1649L,1,1,,2.070000,13.200,1.180,807.00000,2.54000,,,,,0.34,,,,,4230.0000000
OGLE-2015-BLG-1670L b,OGLE-2015-BLG-1670L,1,1,,2.620000,4.420,0.394,17.90000,0.05630,,,,,0.55,,,,,6700.0000000
OGLE-2015-BLG-1771L b,OGLE-2015-BLG-1771L,1,1,,0.850000,14.300,1.280,138.00000,0.43300,,,,,0.08,,,,,7070.0000000
OGLE-2016-BLG-0263L b,OGLE-2016-BLG-0263L,1,1,,5.400000,13.000,1.160,1300.00000,4.10000,,,,,0.13,,,,,6500.0000000
OGLE-2016-BLG-0613L AB b,OGLE-2016-BLG-0613L AB,2,1,,6.400000,13.000,1.160,1330.00000,4.18000,,,,,0.72,,,,,3410.0000000
OGLE-2016-BLG-1067L b,OGLE-2016-BLG-1067L,1,1,,1.700000,14.300,1.280,140.00000,0.43000,,,,,0.30,,,,,3730.0000000
OGLE-2016-BLG-1190L b,OGLE-2016-BLG-1190L,1,1,1224.00000000,2.170000,12.300,1.100,4253.00000,13.38000,,,,,0.88,,,,,6770.0000000
OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,1,1,,1.160000,1.110,0.099,1.43000,0.00450,,,,,0.08,,,,,3910.0000000
OGLE-2016-BLG-1227L b,OGLE-2016-BLG-1227L,1,1,,3.400000,13.900,1.240,250.00000,0.79000,,,,,0.10,,,,,
OGLE-2017-BLG-0173L b,OGLE-2017-BLG-0173L,1,1,,3.913000,1.620,0.145,3.26900,0.01029,,,,,0.40,,,,,4705.0000000
OGLE-2017-BLG-0373L b,OGLE-2017-BLG-0373L,1,1,,2.424000,14.000,1.250,127.00000,0.40100,,,,,0.25,,,,,5915.0000000
OGLE-2017-BLG-0406L b,OGLE-2017-BLG-0406L,1,1,,3.500000,14.200,1.270,130.00000,0.41000,,,,,0.56,,,,,5200.0000000
OGLE-2017-BLG-0482L b,OGLE-2017-BLG-0482L,1,1,,1.800000,2.950,0.263,9.00000,0.02800,,,,,0.20,,,,,5800.0000000
OGLE-2017-BLG-0604L b,OGLE-2017-BLG-0604L,1,1,,4.060000,14.200,1.270,160.00000,0.51000,,,,,0.70,,,,,3950.0000000
OGLE-2017-BLG-1049L b,OGLE-2017-BLG-1049L,1,1,,3.920000,12.800,1.140,1760.00000,5.53000,,,,,0.55,,,,,5670.0000000
OGLE-2017-BLG-1140L b,OGLE-2017-BLG-1140L,1,1,,1.020000,13.500,1.210,505.00000,1.59000,,,,,0.21,,,,,
OGLE-2017-BLG-1375L b,OGLE-2017-BLG-1375L,1,1,,3.040000,12.400,1.110,3585.00000,11.28000,,,,,0.81,,,,,3930.0000000
OGLE-2017-BLG-1434L b,OGLE-2017-BLG-1434L,1,1,,1.180000,1.960,0.175,4.50000,0.01400,,,,,0.23,,,,,860.0000000
OGLE-2017-BLG-1522L b,OGLE-2017-BLG-1522L,1,1,,0.590000,14.000,1.250,240.00000,0.75000,,,,,0.04,,,,,7490.0000000
OGLE-2018-BLG-0596L b,OGLE-2018-BLG-0596L,1,1,,0.970000,3.810,0.340,13.93000,0.04383,,,,,0.23,,,,,5650.0000000
OGLE-2018-BLG-0677L b,OGLE-2018-BLG-0677L,1,1,,0.630000,1.820,0.162,3.96000,0.01250,,,,,0.12,,,,,7580.0000000
OGLE-2018-BLG-0740L b,OGLE-2018-BLG-0740L,1,1,5480.00000000,5.000000,12.900,1.150,1500.00000,4.80000,0.000000,G V,5912.00,,1.00,-0.240,[Fe/H],,,3200.0000000
OGLE-2018-BLG-1011L b,OGLE-2018-BLG-1011L,1,2,,1.800000,13.500,1.200,570.00000,1.80000,,,,,0.18,,,,,7100.0000000
OGLE-2018-BLG-1011L c,OGLE-2018-BLG-1011L,1,2,,0.800000,13.200,1.180,890.00000,2.80000,,,,,0.18,,,,,7100.0000000
OGLE-2018-BLG-1269L b,OGLE-2018-BLG-1269L,1,1,,4.510000,14.100,1.250,210.00000,0.67000,,,,,1.11,,,,,2510.0000000
OGLE-2018-BLG-1428L b,OGLE-2018-BLG-1428L,1,1,,3.300000,14.000,1.250,240.00000,0.77000,,,,,0.43,,,,,6220.0000000
OGLE-2018-BLG-1700L b,OGLE-2018-BLG-1700L,2,1,,2.800000,12.900,1.150,1400.00000,4.40000,,,,,0.42,,,,,7600.0000000
OGLE-TR-10 b,OGLE-TR-10,1,1,3.10127800,0.043400,14.011,1.250,197.04600,0.62000,0.820000,G2 V,5950.00,1.17,1.14,0.280,[Fe/H],3.100,0.50900,1344.9700000
OGLE-TR-111 b,OGLE-TR-111,1,1,4.01444630,0.047300,11.422,1.019,174.79900,0.55000,0.540000,K2 V,5040.00,0.83,0.82,0.190,,8.800,2.14000,1068.3300000
OGLE-TR-113 b,OGLE-TR-113,1,1,1.43247520,0.022890,12.251,1.093,400.44900,1.26000,0.150000,K4 V,4790.00,0.77,0.78,0.090,,13.200,2.36500,566.4590000
OGLE-TR-132 b,OGLE-TR-132,1,1,1.68986800,0.030350,13.450,1.200,375.02000,1.18000,0.600000,F5 V,6210.00,1.32,1.30,0.370,[Fe/H],1.200,0.72000,2012.6200000
OGLE-TR-182 b,OGLE-TR-182,1,1,3.97910000,0.051000,12.666,1.130,320.99500,1.01000,0.000000,,5924.00,1.14,1.14,0.370,,4.300,0.46000,2501.7500000
OGLE-TR-211 b,OGLE-TR-211,1,1,3.67724000,0.051000,15.244,1.360,327.35100,1.03000,0.000000,,6325.00,1.64,1.33,0.110,,2.600,0.48600,1515.2600000
OGLE-TR-56 b,OGLE-TR-56,1,1,1.21191890,0.023830,15.278,1.363,441.77000,1.39000,0.670000,F8 V,6050.00,1.74,1.17,0.250,[Fe/H],3.000,0.36100,282.8391387
OGLE2-TR-L9 b,OGLE2-TR-L9,1,1,2.48553350,0.030800,18.046,1.610,1430.17500,4.50000,,,6933.00,1.53,1.52,-0.050,[Fe/H],1.000,0.59700,1627.6300000
Oph 11 b,Oph 11,1,1,7300000.00000000,243.000000,12.300,1.100,4449.62000,14.00000,,M9,2375.00,0.23,0.02,,,5.000,22.64533,136.1655920
PDS 70 b,PDS 70,1,2,43500.00000000,20.000000,30.488,2.720,953.49000,3.00000,0.190000,K7,3972.00,1.26,0.76,-0.110,[Fe/H],0.005,0.54110,113.0640000
PDS 70 c,PDS 70,1,2,,34.000000,22.866,2.040,635.66000,2.00000,0.110000,K7,3972.00,1.06,0.76,-0.110,[Fe/H],0.005,0.54110,113.0640000
PH1 b,PH1,4,1,138.31700000,0.652000,6.180,0.551,169.00000,0.53100,0.070200,F,6407.00,1.73,1.53,0.210,[Fe/H],2.000,0.29300,1033.1600000
PH2 b,PH2,1,1,282.52550000,0.828000,10.120,0.903,25426.40000,80.00000,0.410000,,5629.00,1.00,0.94,-0.078,[Fe/H],2.040,1.30000,343.8630000
POTS-1 b,POTS-1,1,1,3.16062960,0.037340,10.548,0.941,734.16000,2.31000,,K5 V,4400.00,0.59,0.69,-0.030,[Fe/H],,4.81400,747.9590000
PSR B0329+54 b,PSR B0329+54,1,1,10140.00000000,10.260000,1.220,0.109,1.97000,0.00620,0.236000,,,,1.44,,,,,504.9331206
PSR B1257+12 b,PSR B1257+12,1,3,25.26200000,0.190000,0.338,0.030,0.02000,0.00006,0.000000,,,,1.40,,,3.000,,600.0000000
PSR B1257+12 c,PSR B1257+12,1,3,66.54190000,0.360000,1.910,0.170,4.30000,0.01353,0.018600,,,,1.40,,,3.000,,600.0000000
PSR B1257+12 d,PSR B1257+12,1,3,98.21140000,0.460000,1.800,0.161,3.90000,0.01227,0.026400,,,,1.40,,,3.000,,600.0000000
PSR B1620-26 b,PSR B1620-26,2,1,,23.000000,13.300,1.180,794.57500,2.50000,,,,,1.35,,,,,
PSR J1719-1438 b,PSR J1719-1438,1,1,0.09070629,0.004400,,,382.80000,1.20000,0.060000,,4500.00,0.04,1.40,,,12.500,,1200.0000000
PSR J2322-2650 b,PSR J2322-2650,1,1,0.32296400,0.010200,13.900,1.240,252.64307,0.79490,0.001700,,,,1.40,,,,,230.0000000
Pr0201 b,Pr0201,1,1,4.42640000,0.060000,14.200,1.270,171.62820,0.54000,0.000000,,6174.00,1.15,1.24,0.190,[Fe/H],,1.03503,180.6400000
Pr0211 b,Pr0211,2,2,2.14610000,0.031760,13.400,1.200,597.52040,1.88000,0.011000,,5300.00,0.83,0.94,0.180,[Fe/H],0.578,2.01172,182.7140000
Pr0211 c,Pr0211,2,2,4850.00000000,5.500000,12.600,1.120,2475.89570,7.79000,0.710000,,5300.00,0.83,0.94,0.180,[Fe/H],0.578,2.01172,182.7140000
Proxima Cen b,Proxima Cen,3,1,11.18600000,0.048500,1.080,0.096,1.27000,0.00400,0.350000,M5.5 V,3050.00,0.14,0.12,,,,48.76265,1.3011900
