pl_name,hostname,default_flag,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_bmasse,pl_bmassj,pl_orbeccen,pl_eqt,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_gaiamag
Kepler-664 b,Kepler-664,0,1,1,2.52559332,0.037400,,,0.000000,1407,6031.00,1.05,1.09,0.070,[Fe/H],4.44,15.4990000
Kepler-664 b,Kepler-664,0,1,1,2.52559178,0.037400,,,0.000000,1406,6031.00,1.05,1.09,0.070,[Fe/H],4.44,15.4990000
Kepler-664 b,Kepler-664,0,1,1,2.52559178,,,,,,5583.00,0.94,0.99,,,4.49,15.4990000
Kepler-664 b,Kepler-664,0,1,1,2.52559332,0.037400,,,0.000000,1407,6031.00,1.05,1.09,0.070,[Fe/H],4.44,15.4990000
Kepler-664 b,Kepler-664,1,1,1,2.52559332,,,,,,5754.00,1.02,1.01,0.070,[Fe/H],4.43,15.4990000
Kepler-664 b,Kepler-664,0,1,1,2.52561200,0.036000,,,0.000000,1382,5953.00,1.00,1.00,,,4.44,15.4990000
Kepler-664 b,Kepler-664,0,1,1,2.52558869,,,,,,5583.00,0.94,0.99,,,4.49,15.4990000
Kepler-664 b,Kepler-664,0,1,1,,,,,,,6025.00,0.88,,,,,15.4990000
Kepler-664 b,Kepler-664,0,1,1,2.52560111,,,,,,5583.00,0.94,0.99,,,4.49,15.4990000
Kepler-664 b,Kepler-664,0,1,1,2.52559332,0.037400,,,0.000000,1407,6031.00,1.05,1.09,0.070,[Fe/H],4.44,15.4990000
Kepler-665 b,Kepler-665,0,1,1,16.01310205,0.114800,,,0.000000,593,5015.00,0.83,0.79,0.100,[Fe/H],4.50,15.4019000
Kepler-665 b,Kepler-665,0,1,1,16.01285000,0.111000,,,0.000000,553,4949.00,0.71,0.72,,,4.59,15.4019000
Kepler-665 b,Kepler-665,0,1,1,16.01304736,,,,,,4762.00,0.74,0.77,,,4.59,15.4019000
Kepler-665 b,Kepler-665,0,1,1,,,,,,,5013.00,0.69,,,,,15.4019000
Kepler-665 b,Kepler-665,0,1,1,16.01313877,,,,,,4762.00,0.74,0.77,,,4.59,15.4019000
Kepler-665 b,Kepler-665,1,1,1,16.01310205,,,,,,4913.00,0.74,0.79,-0.030,[Fe/H],4.60,15.4019000
Kepler-665 b,Kepler-665,0,1,1,16.01308419,,,,,,4762.00,0.74,0.77,,,4.59,15.4019000
Kepler-665 b,Kepler-665,0,1,1,16.01308419,0.114800,,,0.000000,593,5015.00,0.83,0.79,0.100,[Fe/H],4.50,15.4019000
Kepler-665 b,Kepler-665,0,1,1,16.01310205,0.114800,,,0.000000,593,5015.00,0.83,0.79,0.100,[Fe/H],4.50,15.4019000
Kepler-665 b,Kepler-665,0,1,1,16.01310205,0.114800,,,0.000000,593,5015.00,0.83,0.79,0.100,[Fe/H],4.50,15.4019000
Kepler-666 b,Kepler-666,0,1,1,4.49878622,,,,,,5783.00,1.23,1.04,,,4.28,15.3405000
Kepler-666 b,Kepler-666,0,1,1,,,,,,,6076.00,1.18,,,,,15.3405000
Kepler-666 b,Kepler-666,0,1,1,4.49872212,,,,,,5783.00,1.23,1.04,,,4.28,15.3405000
Kepler-666 b,Kepler-666,0,1,1,4.49884000,0.054000,,,0.000000,1126,6057.00,0.96,1.06,,,4.50,15.3405000
Kepler-666 b,Kepler-666,1,1,1,4.49876092,,,,,,5887.00,1.05,1.03,0.010,[Fe/H],4.41,15.3405000
Kepler-666 b,Kepler-666,0,1,1,4.49876092,0.054200,,,0.000000,1133,6075.00,0.97,1.05,-0.120,[Fe/H],4.49,15.3405000
Kepler-666 b,Kepler-666,0,1,1,4.49876092,0.054200,,,0.000000,1133,6075.00,0.97,1.05,-0.120,[Fe/H],4.49,15.3405000
Kepler-666 b,Kepler-666,0,1,1,4.49876511,0.054200,,,0.000000,1133,6075.00,0.97,1.05,-0.120,[Fe/H],4.49,15.3405000
Kepler-666 b,Kepler-666,0,1,1,4.49876511,,,,,,5783.00,1.23,1.04,,,4.28,15.3405000
Kepler-666 b,Kepler-666,0,1,1,4.49876092,0.054200,,,0.000000,1133,6075.00,0.97,1.05,-0.120,[Fe/H],4.49,15.3405000
Kepler-667 b,Kepler-667,0,1,1,41.43957912,,,,,,5107.00,2.37,,,,,15.3616000
Kepler-667 b,Kepler-667,0,1,1,,,,,,,5465.00,2.17,,,,,15.3616000
Kepler-667 b,Kepler-667,0,1,1,41.44005309,,,,,,5107.00,2.37,,,,,15.3616000
Kepler-667 b,Kepler-667,0,1,1,41.43954000,0.218000,,,0.000000,474,5353.00,0.88,0.80,,,4.46,15.3616000
Kepler-667 b,Kepler-667,0,1,1,41.43962808,0.228800,,,0.000000,516,5468.00,1.05,0.93,0.220,[Fe/H],4.37,15.3616000
Kepler-667 b,Kepler-667,0,1,1,41.43962808,0.228800,,,0.000000,516,5468.00,1.05,0.93,0.220,[Fe/H],4.37,15.3616000
Kepler-667 b,Kepler-667,0,1,1,41.43962808,0.228800,,,0.000000,516,5468.00,1.05,0.93,0.220,[Fe/H],4.37,15.3616000
Kepler-667 b,Kepler-667,0,1,1,41.43958662,0.228800,,,0.000000,516,5468.00,1.05,0.93,0.220,[Fe/H],4.37,15.3616000
Kepler-667 b,Kepler-667,0,1,1,41.43958662,,,,,,5107.00,2.37,,,,,15.3616000
Kepler-667 b,Kepler-667,1,1,1,41.43962808,,,,,,5327.00,0.87,0.91,0.150,[Fe/H],4.53,15.3616000
Kepler-668 b,Kepler-668,0,1,1,8.35389523,,,,,,5262.00,0.76,0.90,,,4.63,15.2931000
Kepler-668 b,Kepler-668,0,1,1,8.35389523,0.076800,,,0.000000,790,5592.00,0.79,0.86,-0.280,[Fe/H],4.58,15.2931000
Kepler-668 b,Kepler-668,1,1,1,8.35390639,,,,,,5352.00,0.82,0.87,-0.060,[Fe/H],4.55,15.2931000
Kepler-668 b,Kepler-668,0,1,1,8.35388645,,,,,,5262.00,0.76,0.90,,,4.63,15.2931000
Kepler-668 b,Kepler-668,0,1,1,,,,,,,5593.00,0.72,,,,,15.2931000
Kepler-668 b,Kepler-668,0,1,1,8.35393235,,,,,,5262.00,0.76,0.90,,,4.63,15.2931000
Kepler-668 b,Kepler-668,0,1,1,8.35391700,0.079000,,,0.000000,799,5612.00,0.82,0.93,,,4.58,15.2931000
Kepler-668 b,Kepler-668,0,1,1,8.35390639,0.076500,,,0.000000,789,5592.00,0.78,0.86,-0.300,[Fe/H],4.58,15.2931000
Kepler-668 b,Kepler-668,0,1,1,8.35390639,0.076500,,,0.000000,789,5592.00,0.78,0.86,-0.300,[Fe/H],4.58,15.2931000
Kepler-668 b,Kepler-668,0,1,1,8.35390639,0.076500,,,0.000000,789,5592.00,0.78,0.86,-0.300,[Fe/H],4.58,15.2931000
Kepler-669 b,Kepler-669,0,1,1,4.12554347,,,,,,5711.00,1.54,1.02,,,4.07,15.4817000
Kepler-669 b,Kepler-669,0,1,1,4.12554600,,,,,,5711.00,1.54,1.02,,,4.07,15.4817000
Kepler-669 b,Kepler-669,0,1,1,,,,,,,6180.00,1.33,,,,,15.4817000
Kepler-669 b,Kepler-669,0,1,1,4.12554408,,,,,,5711.00,1.54,1.02,,,4.07,15.4817000
Kepler-669 b,Kepler-669,1,1,1,4.12554687,,,,,,6038.00,1.20,1.15,0.140,[Fe/H],4.34,15.4817000
Kepler-669 b,Kepler-669,0,1,1,4.12554687,0.052900,,,0.000000,1244,6174.00,1.10,1.16,0.100,[Fe/H],4.42,15.4817000
Kepler-669 b,Kepler-669,0,1,1,4.12554687,0.052900,,,0.000000,1244,6174.00,1.10,1.16,0.100,[Fe/H],4.42,15.4817000
Kepler-669 b,Kepler-669,0,1,1,4.12554687,0.052900,,,0.000000,1244,6174.00,1.10,1.16,0.100,[Fe/H],4.42,15.4817000
Kepler-669 b,Kepler-669,0,1,1,4.12554347,0.052900,,,0.000000,1243,6174.00,1.10,1.16,0.100,[Fe/H],4.42,15.4817000
Kepler-669 b,Kepler-669,0,1,1,4.12557300,0.051000,,,0.000000,1186,6098.00,0.99,1.06,,,4.47,15.4817000
Kepler-67 b,Kepler-67,0,1,1,15.72585941,,,,,,5135.00,0.82,0.87,,,4.55,16.1723000
Kepler-67 b,Kepler-67,0,1,1,15.72585941,0.115100,,,0.000000,602,5332.00,0.76,0.82,-0.220,[Fe/H],4.60,16.1723000
Kepler-67 b,Kepler-67,0,1,1,15.72589061,0.115300,,,0.000000,599,5324.00,0.75,0.83,-0.220,[Fe/H],4.60,16.1723000
Kepler-67 b,Kepler-67,0,1,1,15.72589061,0.115300,,,0.000000,599,5324.00,0.75,0.83,-0.220,[Fe/H],4.60,16.1723000
Kepler-67 b,Kepler-67,0,1,1,15.72589061,0.115300,,,0.000000,599,5324.00,0.75,0.83,-0.220,[Fe/H],4.60,16.1723000
Kepler-67 b,Kepler-67,1,1,1,15.72590000,0.117100,,,,,5331.00,0.78,0.86,-0.200,[M/H],4.59,16.1723000
Kepler-67 b,Kepler-67,0,1,1,15.72591537,,,,,,5135.00,0.82,0.87,,,4.55,16.1723000
Kepler-67 b,Kepler-67,0,1,1,,,,,,,5238.00,0.82,,,,,16.1723000
Kepler-67 b,Kepler-67,0,1,1,15.72589064,,,,,,5135.00,0.82,0.87,,,4.55,16.1723000
Kepler-67 b,Kepler-67,0,1,1,15.72589061,,,,,,5314.00,0.76,0.84,-0.190,[Fe/H],4.60,16.1723000
Kepler-67 b,Kepler-67,0,1,1,15.72584000,0.122000,,,0.000000,648,5184.00,0.98,0.98,,,4.45,16.1723000
Kepler-670 b,Kepler-670,0,1,1,2.81650485,0.038200,,,0.000000,1253,5653.00,0.96,0.94,0.020,[Fe/H],4.44,15.0268000
Kepler-670 b,Kepler-670,0,1,1,2.81650521,0.037000,,,0.000000,1241,5597.00,0.94,0.87,,,4.44,15.0268000
Kepler-670 b,Kepler-670,0,1,1,2.81650489,,,,,,5413.00,1.01,0.94,,,4.40,15.0268000
Kepler-670 b,Kepler-670,0,1,1,,,,,,,5531.00,0.96,,,,,15.0268000
Kepler-670 b,Kepler-670,0,1,1,2.81650485,0.038200,,,0.000000,1253,5653.00,0.96,0.94,0.020,[Fe/H],4.44,15.0268000
Kepler-670 b,Kepler-670,1,1,1,2.81650485,,,,,,5709.00,0.99,0.99,0.070,[Fe/H],4.44,15.0268000
Kepler-670 b,Kepler-670,0,1,1,2.81650490,,,,,,5413.00,1.01,0.94,,,4.40,15.0268000
Kepler-670 b,Kepler-670,0,1,1,2.81650490,0.038300,,,0.000000,1219,5532.00,0.95,0.94,0.140,[Fe/H],4.45,15.0268000
Kepler-670 b,Kepler-670,0,1,1,2.81650485,0.038200,,,0.000000,1253,5653.00,0.96,0.94,0.020,[Fe/H],4.44,15.0268000
Kepler-670 b,Kepler-670,0,1,1,2.81650480,,,,,,5413.00,1.01,0.94,,,4.40,15.0268000
Kepler-671 b,Kepler-671,0,1,1,4.28096360,,,,,,5423.00,1.03,0.94,,,4.38,15.3578000
Kepler-671 b,Kepler-671,0,1,1,4.28096360,0.050300,,,0.000000,1012,5644.00,0.83,0.93,-0.140,[Fe/H],4.56,15.3578000
Kepler-671 b,Kepler-671,0,1,1,4.28095859,0.050000,,,0.000000,1014,5641.00,0.83,0.91,-0.160,[Fe/H],4.56,15.3578000
Kepler-671 b,Kepler-671,0,1,1,4.28095859,0.050000,,,0.000000,1014,5641.00,0.83,0.91,-0.160,[Fe/H],4.56,15.3578000
Kepler-671 b,Kepler-671,1,1,1,4.28095859,,,,,,5624.00,0.95,0.97,0.080,[Fe/H],4.47,15.3578000
Kepler-671 b,Kepler-671,0,1,1,4.28096900,0.050000,,,0.000000,1009,5629.00,0.82,0.93,,,4.57,15.3578000
Kepler-671 b,Kepler-671,0,1,1,4.28099197,,,,,,5423.00,1.03,0.94,,,4.38,15.3578000
Kepler-671 b,Kepler-671,0,1,1,,,,,,,5641.00,0.96,,,,,15.3578000
Kepler-671 b,Kepler-671,0,1,1,4.28096128,,,,,,5423.00,1.03,0.94,,,4.38,15.3578000
Kepler-671 b,Kepler-671,0,1,1,4.28095859,0.050000,,,0.000000,1014,5641.00,0.83,0.91,-0.160,[Fe/H],4.56,15.3578000
Kepler-672 b,Kepler-672,0,1,1,38.37754860,,,,,,5518.52,0.96,0.97,0.043,[M/H],4.46,15.1312000
Kepler-672 b,Kepler-672,0,1,1,38.37754860,0.216300,,,0.000000,529,5481.00,1.04,0.92,0.160,[Fe/H],4.37,15.1312000
Kepler-672 b,Kepler-672,0,1,1,38.37746230,0.228800,,,0.000000,541,5957.00,0.97,1.08,0.070,[Fe/H],4.50,15.1312000
Kepler-672 b,Kepler-672,0,1,1,38.37746230,0.228800,,,0.000000,541,5957.00,0.97,1.08,0.070,[Fe/H],4.50,15.1312000
Kepler-672 b,Kepler-672,1,1,1,38.37746230,,,,,,5627.00,0.92,0.95,-0.010,[Fe/H],4.50,15.1312000
Kepler-672 b,Kepler-672,0,1,1,38.37784000,0.223000,,,0.000000,523,5899.00,0.90,1.00,,,4.53,15.1312000
Kepler-672 b,Kepler-672,0,1,1,38.37736997,,,,,,5518.52,0.96,0.97,0.043,[M/H],4.46,15.1312000
Kepler-672 b,Kepler-672,0,1,1,,,,,,,5480.00,0.97,,,,,15.1312000
Kepler-672 b,Kepler-672,0,1,1,38.37738997,,,,,,5518.52,0.96,0.97,0.043,[M/H],4.46,15.1312000
Kepler-672 b,Kepler-672,0,1,1,38.37746230,0.228800,,,0.000000,541,5957.00,0.97,1.08,0.070,[Fe/H],4.50,15.1312000
Kepler-673 b,Kepler-673,0,1,1,3.72873215,,,,,,5227.00,0.82,0.89,,,4.56,15.5056000
Kepler-673 b,Kepler-673,0,1,1,3.72873215,0.045500,,,0.000000,1023,5497.00,0.81,0.91,-0.100,[Fe/H],4.58,15.5056000
Kepler-673 b,Kepler-673,0,1,1,3.72873109,0.045600,,,0.000000,1022,5492.00,0.81,0.91,-0.080,[Fe/H],4.58,15.5056000
Kepler-673 b,Kepler-673,0,1,1,3.72873109,0.045600,,,0.000000,1022,5492.00,0.81,0.91,-0.080,[Fe/H],4.58,15.5056000
Kepler-673 b,Kepler-673,1,1,1,3.72873109,,,,,,5355.00,0.84,0.88,0.000,[Fe/H],4.54,15.5056000
Kepler-673 b,Kepler-673,0,1,1,3.72873250,0.045000,,,0.000000,1013,5482.00,0.79,0.90,,,4.59,15.5056000
Kepler-673 b,Kepler-673,0,1,1,3.72873380,,,,,,5227.00,0.82,0.89,,,4.56,15.5056000
Kepler-673 b,Kepler-673,0,1,1,,,,,,,5504.00,0.80,,,,,15.5056000
Kepler-673 b,Kepler-673,0,1,1,3.72873141,,,,,,5227.00,0.82,0.89,,,4.56,15.5056000
Kepler-673 b,Kepler-673,0,1,1,3.72873109,0.045600,,,0.000000,1022,5492.00,0.81,0.91,-0.080,[Fe/H],4.58,15.5056000
Kepler-674 b,Kepler-674,0,1,1,2.24338057,,,,,,4135.00,0.69,0.65,,,4.58,15.1272000
Kepler-674 b,Kepler-674,0,1,1,2.24338057,0.028000,,,0.000000,822,4149.00,0.56,0.58,-0.320,[Fe/H],4.70,15.1272000
Kepler-674 b,Kepler-674,0,1,1,2.24338185,0.026100,,,0.000000,685,3741.00,0.45,0.47,-0.160,[Fe/H],4.80,15.1272000
Kepler-674 b,Kepler-674,0,1,1,2.24338185,0.026100,,,0.000000,685,3741.00,0.45,0.47,-0.160,[Fe/H],4.80,15.1272000
Kepler-674 b,Kepler-674,1,1,1,2.24338185,,,,,,4192.00,0.57,0.60,-0.270,[Fe/H],4.69,15.1272000
Kepler-674 b,Kepler-674,0,1,1,2.24338000,0.028000,,,0.000000,822,4215.00,0.55,0.58,,,4.72,15.1272000
Kepler-674 b,Kepler-674,0,1,1,2.24338029,,,,,,4135.00,0.69,0.65,,,4.58,15.1272000
Kepler-674 b,Kepler-674,0,1,1,,,,,,,4149.00,0.66,,,,,15.1272000
Kepler-674 b,Kepler-674,0,1,1,2.24338122,,,,,,4135.00,0.69,0.65,,,4.58,15.1272000
Kepler-674 b,Kepler-674,0,1,1,2.24338185,0.026100,,,0.000000,685,3741.00,0.45,0.47,-0.160,[Fe/H],4.80,15.1272000
Kepler-675 b,Kepler-675,0,1,1,2.33743795,,,,,,4750.20,0.82,0.76,0.066,[M/H],4.49,15.3356000
Kepler-675 b,Kepler-675,0,1,1,2.33743795,0.032500,,,0.000000,1070,5005.00,0.77,0.85,0.140,[Fe/H],4.59,15.3356000
Kepler-675 b,Kepler-675,0,1,1,2.33743801,0.031700,,,0.000000,1054,4989.00,0.73,0.78,-0.100,[Fe/H],4.61,15.3356000
Kepler-675 b,Kepler-675,0,1,1,2.33743801,0.031700,,,0.000000,1054,4989.00,0.73,0.78,-0.100,[Fe/H],4.61,15.3356000
Kepler-675 b,Kepler-675,1,1,1,2.33743801,,,,,,4945.00,0.75,0.79,-0.050,[Fe/H],4.60,15.3356000
Kepler-675 b,Kepler-675,0,1,1,2.33745510,0.031000,,,0.000000,1020,4963.00,0.67,0.76,,,4.66,15.3356000
Kepler-675 b,Kepler-675,0,1,1,2.33743254,,,,,,4750.20,0.82,0.76,0.066,[M/H],4.49,15.3356000
Kepler-675 b,Kepler-675,0,1,1,,,,,,,5007.00,0.76,,,,,15.3356000
Kepler-675 b,Kepler-675,0,1,1,2.33743970,,,,,,4750.20,0.82,0.76,0.066,[M/H],4.49,15.3356000
Kepler-675 b,Kepler-675,0,1,1,2.33743801,0.031700,,,0.000000,1054,4989.00,0.73,0.78,-0.100,[Fe/H],4.61,15.3356000
Kepler-676 b,Kepler-676,0,1,1,11.59822233,,,,,,3655.00,0.56,0.56,,,4.68,15.8791000
Kepler-676 b,Kepler-676,0,1,1,11.59822233,0.079800,,,0.000000,396,3688.00,0.47,0.50,0.000,[Fe/H],4.79,15.8791000
Kepler-676 b,Kepler-676,0,1,1,11.59822172,0.080200,,,0.000000,400,3672.00,0.49,0.51,0.090,[Fe/H],4.76,15.8791000
Kepler-676 b,Kepler-676,0,1,1,11.59822172,0.080200,,,0.000000,400,3672.00,0.49,0.51,0.090,[Fe/H],4.76,15.8791000
Kepler-676 b,Kepler-676,1,1,1,11.59822172,,,,,,3701.00,0.49,0.51,-0.020,[Fe/H],4.77,15.8791000
Kepler-676 b,Kepler-676,0,1,1,11.59819200,0.082000,,,0.000000,441,3983.00,0.52,0.54,,,4.74,15.8791000
Kepler-676 b,Kepler-676,0,1,1,11.59820497,,,,,,3655.00,0.56,0.56,,,4.68,15.8791000
Kepler-676 b,Kepler-676,0,1,1,,,,,,,3691.00,0.56,,,,,15.8791000
Kepler-676 b,Kepler-676,0,1,1,11.59821030,,,,,,3655.00,0.56,0.56,,,4.68,15.8791000
Kepler-676 b,Kepler-676,0,1,1,11.59822172,0.080200,,,0.000000,400,3672.00,0.49,0.51,0.090,[Fe/H],4.76,15.8791000
Kepler-677 b,Kepler-677,0,1,1,6.57531588,,,,,,5640.00,1.64,1.00,,,4.01,15.2970000
Kepler-677 b,Kepler-677,0,1,1,6.57531588,0.067000,,,0.000000,1015,5992.00,0.99,0.93,-0.320,[Fe/H],4.42,15.2970000
Kepler-677 b,Kepler-677,0,1,1,6.57531678,0.067000,,,0.000000,1015,5992.00,0.99,0.93,-0.320,[Fe/H],4.42,15.2970000
Kepler-677 b,Kepler-677,0,1,1,6.57531678,0.067000,,,0.000000,1015,5992.00,0.99,0.93,-0.320,[Fe/H],4.42,15.2970000
Kepler-677 b,Kepler-677,1,1,1,6.57531678,,,,,,5723.00,0.99,1.00,0.060,[Fe/H],4.45,15.2970000
Kepler-677 b,Kepler-677,0,1,1,6.57532400,0.069000,,,0.000000,1030,6014.00,1.04,1.01,,,4.41,15.2970000
Kepler-677 b,Kepler-677,0,1,1,6.57532602,,,,,,5640.00,1.64,1.00,,,4.01,15.2970000
Kepler-677 b,Kepler-677,0,1,1,,,,,,,5991.00,1.63,,,,,15.2970000
Kepler-677 b,Kepler-677,0,1,1,6.57531657,,,,,,5640.00,1.64,1.00,,,4.01,15.2970000
Kepler-677 b,Kepler-677,0,1,1,6.57531678,0.067000,,,0.000000,1015,5992.00,0.99,0.93,-0.320,[Fe/H],4.42,15.2970000
Kepler-678 b,Kepler-678,0,1,1,7.27503724,0.073200,,,0.000000,833,5485.00,0.87,0.99,0.210,[Fe/H],4.56,15.0614000
Kepler-678 b,Kepler-678,0,1,1,7.27503724,0.073200,,,0.000000,833,5485.00,0.87,0.99,0.210,[Fe/H],4.56,15.0614000
Kepler-678 b,Kepler-678,0,1,1,7.27503724,0.073200,,,0.000000,833,5485.00,0.87,0.99,0.210,[Fe/H],4.56,15.0614000
Kepler-678 b,Kepler-678,0,1,1,7.27502600,0.070000,,,0.000000,782,5379.00,0.76,0.86,,,4.61,15.0614000
Kepler-678 b,Kepler-678,0,1,1,,,,,,,5489.00,1.92,,,,,15.0614000
Kepler-678 b,Kepler-678,0,1,1,7.27503814,,,,,,5308.00,1.98,0.91,,,3.80,15.0614000
Kepler-678 b,Kepler-678,1,1,1,7.27503724,,,,,,5520.00,0.91,0.94,0.070,[Fe/H],4.50,15.0614000
Kepler-678 b,Kepler-678,0,1,1,7.27504084,,,,,,5308.00,1.98,0.91,,,3.80,15.0614000
Kepler-678 b,Kepler-678,0,1,1,7.27504084,0.073200,,,0.000000,833,5485.00,0.87,0.99,0.210,[Fe/H],4.56,15.0614000
Kepler-679 b,Kepler-679,0,1,1,12.39356510,,,,,,5271.00,0.80,0.90,,,4.58,15.5291000
Kepler-679 b,Kepler-679,0,1,1,12.39356510,0.098300,,,0.000000,677,5557.00,0.75,0.83,-0.400,[Fe/H],4.60,15.5291000
Kepler-679 b,Kepler-679,0,1,1,12.39358604,0.097800,,,0.000000,680,5557.00,0.75,0.81,-0.420,[Fe/H],4.59,15.5291000
Kepler-679 b,Kepler-679,0,1,1,12.39358604,0.097800,,,0.000000,680,5557.00,0.75,0.81,-0.420,[Fe/H],4.59,15.5291000
Kepler-679 b,Kepler-679,1,1,1,12.39358604,,,,,,5403.00,0.84,0.87,-0.090,[Fe/H],4.54,15.5291000
Kepler-679 b,Kepler-679,0,1,1,12.39343000,0.102000,,,0.000000,701,5605.00,0.82,0.93,,,4.58,15.5291000
Kepler-679 b,Kepler-679,0,1,1,12.39352464,,,,,,5271.00,0.80,0.90,,,4.58,15.5291000
Kepler-679 b,Kepler-679,0,1,1,,,,,,,5563.00,0.79,,,,,15.5291000
Kepler-679 b,Kepler-679,0,1,1,12.39356589,,,,,,5271.00,0.80,0.90,,,4.58,15.5291000
Kepler-679 b,Kepler-679,0,1,1,12.39358604,0.097800,,,0.000000,680,5557.00,0.75,0.81,-0.420,[Fe/H],4.59,15.5291000
Kepler-68 b,Kepler-68,0,2,3,5.39875000,,5.97000,0.01878,,,5793.00,1.24,1.08,0.120,[Fe/H],4.28,9.9335500
Kepler-68 b,Kepler-68,0,2,3,5.39875273,,,,,,5875.23,1.26,1.06,0.126,[M/H],4.26,9.9335500
Kepler-68 b,Kepler-68,0,2,3,5.39875393,,,,,,5864.00,1.23,1.06,0.100,[Fe/H],4.28,9.9335500
Kepler-68 b,Kepler-68,0,2,3,5.39876300,0.061700,8.30000,0.02600,0.000000,1280,5793.00,1.24,1.08,0.120,[Fe/H],4.28,9.9335500
Kepler-68 b,Kepler-68,0,2,3,5.39875286,,,,,,5875.23,1.26,1.06,0.126,[M/H],4.26,9.9335500
Kepler-68 b,Kepler-68,0,2,3,5.39875286,0.060200,,,0.000000,1140,5790.00,1.20,1.00,0.060,[Fe/H],4.28,9.9335500
Kepler-68 b,Kepler-68,0,2,3,5.39875393,0.061800,,,0.000000,1146,5793.00,1.24,1.08,0.120,[Fe/H],4.28,9.9335500
Kepler-68 b,Kepler-68,0,2,3,5.39875393,0.061800,,,0.000000,1146,5793.00,1.24,1.08,0.120,[Fe/H],4.28,9.9335500
Kepler-68 b,Kepler-68,0,2,3,5.39875393,0.061800,,,0.000000,1146,5793.00,1.24,1.08,0.120,[Fe/H],4.28,9.9335500
Kepler-68 b,Kepler-68,0,2,3,5.39876650,0.062000,,,0.000000,1143,5793.00,1.24,1.07,,,4.28,9.9335500
Kepler-68 b,Kepler-68,1,2,3,5.39880000,,7.65000,0.02407,0.000000,,5875.23,1.26,1.06,0.126,[M/H],4.26,9.9335500
Kepler-68 b,Kepler-68,0,2,3,5.39875259,,,,,,5875.23,1.26,1.06,0.126,[M/H],4.26,9.9335500
Kepler-68 b,Kepler-68,0,2,3,,,,,,,5789.00,1.26,,,,,9.9335500
Kepler-68 b,Kepler-68,0,2,3,5.39876000,,6.35660,0.02000,0.000000,,5793.00,1.28,1.19,0.120,[Fe/H],4.28,9.9335500
Kepler-68 b,Kepler-68,0,2,3,5.39875330,,,,0.020000,,5875.23,1.26,1.06,0.126,[M/H],4.26,9.9335500
Kepler-68 c,Kepler-68,0,2,3,9.60504000,,7.20000,0.02265,,,5793.00,1.24,1.08,0.120,[Fe/H],4.28,9.9335500
Kepler-68 c,Kepler-68,0,2,3,9.60508500,0.090590,4.80000,0.01500,0.000000,,5793.00,1.24,1.08,0.120,[Fe/H],4.28,9.9335500
Kepler-68 c,Kepler-68,0,2,3,9.60497900,,,,0.420000,,5875.23,1.26,1.06,0.126,[M/H],4.26,9.9335500
Kepler-68 c,Kepler-68,0,2,3,9.60505976,,,,,,5875.23,1.26,1.06,0.126,[M/H],4.26,9.9335500
Kepler-68 c,Kepler-68,0,2,3,9.60505976,0.088300,,,0.000000,941,5790.00,1.20,1.00,0.060,[Fe/H],4.28,9.9335500
Kepler-68 c,Kepler-68,0,2,3,9.60503867,0.090700,,,0.000000,946,5793.00,1.24,1.08,0.120,[Fe/H],4.28,9.9335500
Kepler-68 c,Kepler-68,0,2,3,9.60503867,0.090700,,,0.000000,946,5793.00,1.24,1.08,0.120,[Fe/H],4.28,9.9335500
Kepler-68 c,Kepler-68,0,2,3,9.60503867,0.090700,,,0.000000,946,5793.00,1.24,1.08,0.120,[Fe/H],4.28,9.9335500
Kepler-68 c,Kepler-68,0,2,3,9.60486900,0.091000,,,0.000000,944,5793.00,1.24,1.07,,,4.28,9.9335500
Kepler-68 c,Kepler-68,1,2,3,9.60510000,,2.04000,0.00642,0.000000,,5875.23,1.26,1.06,0.126,[M/H],4.26,9.9335500
Kepler-68 c,Kepler-68,0,2,3,9.60502738,,,,,,5875.23,1.26,1.06,0.126,[M/H],4.26,9.9335500
Kepler-68 c,Kepler-68,0,2,3,,,,,,,5789.00,1.26,,,,,9.9335500
Kepler-68 c,Kepler-68,0,2,3,9.60506201,,,,,,5875.23,1.26,1.06,0.126,[M/H],4.26,9.9335500
Kepler-68 c,Kepler-68,0,2,3,9.60503867,,,,,,5864.00,1.23,1.06,0.100,[Fe/H],4.28,9.9335500
Kepler-68 d,Kepler-68,1,2,3,634.60000000,,244.72910,0.77000,0.112000,,5875.23,1.26,1.06,0.126,[M/H],4.26,9.9335500
Kepler-68 d,Kepler-68,0,2,3,625.00000000,,267.00000,0.84007,,,5793.00,1.24,1.08,0.120,[Fe/H],4.28,9.9335500
Kepler-68 d,Kepler-68,0,2,3,580.00000000,1.400000,300.97200,0.94700,0.180000,,5793.00,1.24,1.08,0.120,[Fe/H],4.28,9.9335500
Kepler-680 b,Kepler-680,0,1,1,3.68992010,,,,,,5605.00,1.33,0.99,,,4.19,15.2152000
Kepler-680 b,Kepler-680,0,1,1,3.68992010,0.046900,,,0.000000,1147,5880.00,0.92,1.01,-0.060,[Fe/H],4.52,15.2152000
Kepler-680 b,Kepler-680,0,1,1,3.68992629,0.046900,,,0.000000,1147,5880.00,0.92,1.01,-0.060,[Fe/H],4.52,15.2152000
