pl_name,hostname,default_flag,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_bmasse,pl_bmassj,pl_orbeccen,pl_eqt,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_gaiamag
Kepler-649 b,Kepler-649,1,1,1,29.90722674,,,,,,5871.00,0.94,0.97,-0.170,[Fe/H],4.48,13.3936000
Kepler-649 b,Kepler-649,0,1,1,29.90728728,,,,,,5953.00,0.89,1.09,,,4.57,13.3936000
Kepler-649 b,Kepler-649,0,1,1,,,,,,,5694.00,0.93,,,,,13.3936000
Kepler-649 b,Kepler-649,0,1,1,29.90726556,,,,,,5953.00,0.89,1.09,,,4.57,13.3936000
Kepler-649 b,Kepler-649,0,1,1,29.90757000,0.195000,,,0.000000,663,6226.00,1.14,1.10,,,4.37,13.3936000
Kepler-649 b,Kepler-649,0,1,1,29.90721859,,,,,,5953.00,0.89,1.09,,,4.57,13.3936000
Kepler-649 b,Kepler-649,0,1,1,29.90722674,0.176100,,,0.000000,606,5741.00,1.01,0.81,-0.380,[Fe/H],4.34,13.3936000
Kepler-649 b,Kepler-649,0,1,1,29.90722674,0.176100,,,0.000000,606,5741.00,1.01,0.81,-0.380,[Fe/H],4.34,13.3936000
Kepler-65 b,Kepler-65,0,1,4,2.15490904,0.035400,,,0.000000,1726,6169.00,1.42,1.27,0.090,[Fe/H],4.24,10.9656000
Kepler-65 b,Kepler-65,0,1,4,2.15490904,0.035400,,,0.000000,1726,6169.00,1.42,1.27,0.090,[Fe/H],4.24,10.9656000
Kepler-65 b,Kepler-65,0,1,4,2.15491890,0.035000,,,0.000000,1592,6172.00,1.20,1.21,,,4.36,10.9656000
Kepler-65 b,Kepler-65,0,1,4,2.15492090,,2.40000,0.00760,0.028000,,,1.44,1.25,,,,10.9656000
Kepler-65 b,Kepler-65,0,1,4,2.15490783,,,,,,6149.00,1.51,1.17,0.160,[M/H],4.15,10.9656000
Kepler-65 b,Kepler-65,0,1,4,,,,,,,6220.00,1.45,,,,,10.9656000
Kepler-65 b,Kepler-65,0,1,4,2.15490904,0.035400,,,0.000000,1726,6169.00,1.42,1.27,0.090,[Fe/H],4.24,10.9656000
Kepler-65 b,Kepler-65,0,1,4,2.15490904,,,,,,6220.00,1.39,1.22,0.090,[Fe/H],4.24,10.9656000
Kepler-65 b,Kepler-65,0,1,4,2.15491560,,,,0.020000,,6149.00,1.51,1.17,0.160,[M/H],4.15,10.9656000
Kepler-65 b,Kepler-65,1,1,4,2.15491000,0.035000,,,,,6211.00,1.41,1.25,0.170,[Fe/H],4.23,10.9656000
Kepler-65 b,Kepler-65,0,1,4,2.15491124,,,,,,6149.00,1.51,1.17,0.160,[M/H],4.15,10.9656000
Kepler-65 b,Kepler-65,0,1,4,2.15491124,0.035000,,,0.000000,1740,6181.00,1.42,1.23,0.140,[Fe/H],4.22,10.9656000
Kepler-65 b,Kepler-65,0,1,4,2.15490651,,,,,,6149.00,1.51,1.17,0.160,[M/H],4.15,10.9656000
Kepler-65 c,Kepler-65,0,1,4,5.85969700,,5.40000,0.01700,0.020000,,,1.44,1.25,,,,10.9656000
Kepler-65 c,Kepler-65,1,1,4,5.85994400,0.068000,,,,,6211.00,1.41,1.25,0.170,[Fe/H],4.23,10.9656000
Kepler-65 c,Kepler-65,0,1,4,5.86000000,,26.60000,0.08400,,,,1.42,1.27,,,,10.9656000
Kepler-65 c,Kepler-65,0,1,4,5.85994080,,,,0.080000,,6149.00,1.51,1.17,0.160,[M/H],4.15,10.9656000
Kepler-65 c,Kepler-65,0,1,4,5.85993872,,,,,,6220.00,1.39,1.22,0.090,[Fe/H],4.24,10.9656000
Kepler-65 c,Kepler-65,0,1,4,5.85994028,,,,,,6149.00,1.51,1.17,0.160,[M/H],4.15,10.9656000
Kepler-65 c,Kepler-65,0,1,4,,,,,,,6220.00,1.45,,,,,10.9656000
Kepler-65 c,Kepler-65,0,1,4,5.85994240,,,,,,6149.00,1.51,1.17,0.160,[M/H],4.15,10.9656000
Kepler-65 c,Kepler-65,0,1,4,5.85993300,0.068000,,,0.000000,1142,6172.00,1.20,1.21,,,4.36,10.9656000
Kepler-65 c,Kepler-65,0,1,4,5.85993872,0.069000,,,0.000000,1236,6169.00,1.42,1.27,0.090,[Fe/H],4.24,10.9656000
Kepler-65 c,Kepler-65,0,1,4,5.85993872,0.069000,,,0.000000,1236,6169.00,1.42,1.27,0.090,[Fe/H],4.24,10.9656000
Kepler-65 c,Kepler-65,0,1,4,5.85993872,0.069000,,,0.000000,1236,6169.00,1.42,1.27,0.090,[Fe/H],4.24,10.9656000
Kepler-65 c,Kepler-65,0,1,4,5.85993596,0.068200,,,0.000000,1246,6181.00,1.42,1.23,0.140,[Fe/H],4.22,10.9656000
Kepler-65 c,Kepler-65,0,1,4,5.85993596,,,,,,6149.00,1.51,1.17,0.160,[M/H],4.15,10.9656000
Kepler-65 d,Kepler-65,0,1,4,8.13100000,,,,,,,1.42,1.27,,,,10.9656000
Kepler-65 d,Kepler-65,0,1,4,8.13123100,,,,0.100000,,6149.00,1.51,1.17,0.160,[M/H],4.15,10.9656000
Kepler-65 d,Kepler-65,0,1,4,8.13122484,,,,,,6220.00,1.39,1.22,0.090,[Fe/H],4.24,10.9656000
Kepler-65 d,Kepler-65,0,1,4,8.13119911,,,,,,6149.00,1.51,1.17,0.160,[M/H],4.15,10.9656000
Kepler-65 d,Kepler-65,0,1,4,,,,,,,6220.00,1.45,,,,,10.9656000
Kepler-65 d,Kepler-65,0,1,4,8.13135942,,,,,,6149.00,1.51,1.17,0.160,[M/H],4.15,10.9656000
Kepler-65 d,Kepler-65,0,1,4,8.13167000,,4.14000,0.01300,0.014000,,,1.44,1.25,,,,10.9656000
Kepler-65 d,Kepler-65,1,1,4,8.13123000,0.084000,,,,,6211.00,1.41,1.25,0.170,[Fe/H],4.23,10.9656000
Kepler-65 d,Kepler-65,0,1,4,8.13114600,0.084000,,,0.000000,1028,6172.00,1.20,1.21,,,4.36,10.9656000
Kepler-65 d,Kepler-65,0,1,4,8.13122484,0.085800,,,0.000000,1109,6169.00,1.42,1.27,0.090,[Fe/H],4.24,10.9656000
Kepler-65 d,Kepler-65,0,1,4,8.13122484,0.085800,,,0.000000,1109,6169.00,1.42,1.27,0.090,[Fe/H],4.24,10.9656000
Kepler-65 d,Kepler-65,0,1,4,8.13122484,0.085800,,,0.000000,1109,6169.00,1.42,1.27,0.090,[Fe/H],4.24,10.9656000
Kepler-65 d,Kepler-65,0,1,4,8.13121389,0.084800,,,0.000000,1117,6181.00,1.42,1.23,0.140,[Fe/H],4.22,10.9656000
Kepler-65 d,Kepler-65,0,1,4,8.13121389,,,,,,6149.00,1.51,1.17,0.160,[M/H],4.15,10.9656000
Kepler-65 e,Kepler-65,1,1,4,258.80000000,,260.00000,0.82000,0.283000,,,1.44,1.25,,,,10.9656000
Kepler-650 b,Kepler-650,0,1,1,3.03214795,,,,,,5841.70,,,0.131,[M/H],,14.1242000
Kepler-650 b,Kepler-650,0,1,1,3.03214795,0.042100,,,0.000000,1507,5827.00,1.45,1.08,0.160,[Fe/H],4.15,14.1242000
Kepler-650 b,Kepler-650,0,1,1,3.03214559,0.041500,,,0.000000,1641,6042.00,1.57,1.03,-0.220,[Fe/H],4.06,14.1242000
Kepler-650 b,Kepler-650,1,1,1,3.03214559,,,,,,5849.00,1.35,1.08,0.130,[Fe/H],4.21,14.1242000
Kepler-650 b,Kepler-650,0,1,1,3.03214559,0.041500,,,0.000000,1641,6042.00,1.57,1.03,-0.220,[Fe/H],4.06,14.1242000
Kepler-650 b,Kepler-650,0,1,1,3.03215400,0.043000,,,0.000000,1601,5779.00,1.70,1.18,,,4.05,14.1242000
Kepler-650 b,Kepler-650,0,1,1,3.03214684,,,,,,5841.70,,,0.131,[M/H],,14.1242000
Kepler-650 b,Kepler-650,0,1,1,3.03214559,0.041500,,,0.000000,1641,6042.00,1.57,1.03,-0.220,[Fe/H],4.06,14.1242000
Kepler-651 b,Kepler-651,0,1,1,21.38515840,,,,,,5409.77,0.85,0.94,-0.208,[M/H],4.55,13.9621000
Kepler-651 b,Kepler-651,0,1,1,21.38515840,0.140900,,,0.000000,574,5376.00,0.82,0.81,-0.160,[Fe/H],4.52,13.9621000
Kepler-651 b,Kepler-651,0,1,1,21.38521506,0.144900,,,0.000000,602,5655.00,0.84,0.89,-0.200,[Fe/H],4.53,13.9621000
Kepler-651 b,Kepler-651,0,1,1,21.38521506,0.144900,,,0.000000,602,5655.00,0.84,0.89,-0.200,[Fe/H],4.53,13.9621000
Kepler-651 b,Kepler-651,1,1,1,21.38521506,,,,,,5522.00,0.87,0.92,-0.040,[Fe/H],4.53,13.9621000
Kepler-651 b,Kepler-651,0,1,1,21.38450000,0.147000,,,0.000000,606,5658.00,0.87,0.92,,,4.52,13.9621000
Kepler-651 b,Kepler-651,0,1,1,,,,,,,5349.00,0.86,,,,,13.9621000
Kepler-651 b,Kepler-651,0,1,1,21.38522222,,,,,,5409.77,0.85,0.94,-0.208,[M/H],4.55,13.9621000
Kepler-651 b,Kepler-651,0,1,1,21.38521506,0.144900,,,0.000000,602,5655.00,0.84,0.89,-0.200,[Fe/H],4.53,13.9621000
Kepler-652 b,Kepler-652,0,1,1,4.18200189,,,,,,5343.00,0.86,0.92,,,4.54,13.4353000
Kepler-652 b,Kepler-652,0,1,1,4.18200189,0.050300,,,0.000000,974,5328.00,0.86,0.97,0.320,[Fe/H],4.55,13.4353000
Kepler-652 b,Kepler-652,0,1,1,4.18200253,0.048400,,,0.000000,1022,5392.00,0.89,0.86,0.020,[Fe/H],4.47,13.4353000
Kepler-652 b,Kepler-652,0,1,1,4.18200253,0.048400,,,0.000000,1022,5392.00,0.89,0.86,0.020,[Fe/H],4.47,13.4353000
Kepler-652 b,Kepler-652,1,1,1,4.18200253,,,,,,5490.00,0.88,0.97,0.170,[Fe/H],4.54,13.4353000
Kepler-652 b,Kepler-652,0,1,1,4.18200970,0.049000,,,0.000000,1019,5396.00,0.90,0.91,,,4.49,13.4353000
Kepler-652 b,Kepler-652,0,1,1,4.18199837,,,,,,5343.00,0.86,0.92,,,4.54,13.4353000
Kepler-652 b,Kepler-652,0,1,1,,,,,,,5393.00,0.84,,,,,13.4353000
Kepler-652 b,Kepler-652,0,1,1,4.18200195,,,,,,5343.00,0.86,0.92,,,4.54,13.4353000
Kepler-652 b,Kepler-652,0,1,1,4.18200253,0.048400,,,0.000000,1022,5392.00,0.89,0.86,0.020,[Fe/H],4.47,13.4353000
Kepler-653 b,Kepler-653,0,1,2,14.70749512,0.119700,,,0.000000,819,5676.00,1.28,1.06,0.320,[Fe/H],4.25,13.3461000
Kepler-653 b,Kepler-653,0,1,2,14.70748976,0.120500,,,0.000000,753,5665.00,1.09,1.08,0.480,[Fe/H],4.39,13.3461000
Kepler-653 b,Kepler-653,0,1,2,14.70748976,0.120500,,,0.000000,753,5665.00,1.09,1.08,0.480,[Fe/H],4.39,13.3461000
Kepler-653 b,Kepler-653,0,1,2,14.70748976,0.120500,,,0.000000,753,5665.00,1.09,1.08,0.480,[Fe/H],4.39,13.3461000
Kepler-653 b,Kepler-653,0,1,2,14.70749512,,,,,,5511.66,1.26,0.97,0.290,[M/H],4.23,13.3461000
Kepler-653 b,Kepler-653,0,1,2,14.70752575,,,,,,5511.66,1.26,0.97,0.290,[M/H],4.23,13.3461000
Kepler-653 b,Kepler-653,0,1,2,,,,,,,5612.00,1.21,,,,,13.3461000
Kepler-653 b,Kepler-653,0,1,2,14.70754468,,,,,,5511.66,1.26,0.97,0.290,[M/H],4.23,13.3461000
Kepler-653 b,Kepler-653,1,1,2,14.70748976,,,,,,5665.00,1.19,1.02,0.230,[Fe/H],4.29,13.3461000
Kepler-653 b,Kepler-653,0,1,2,14.70751200,0.121000,,,0.000000,748,5686.00,1.08,1.10,,,4.41,13.3461000
Kepler-653 c,Kepler-653,0,1,2,0.90037592,,,,,,5511.66,1.26,0.97,0.290,[M/H],4.23,13.3461000
Kepler-653 c,Kepler-653,0,1,2,0.90037592,0.018600,,,0.000000,2078,5676.00,1.28,1.06,0.320,[Fe/H],4.25,13.3461000
Kepler-653 c,Kepler-653,0,1,2,0.90037648,0.018700,,,0.000000,1912,5665.00,1.09,1.08,0.480,[Fe/H],4.39,13.3461000
Kepler-653 c,Kepler-653,0,1,2,0.90037648,0.018700,,,0.000000,1912,5665.00,1.09,1.08,0.480,[Fe/H],4.39,13.3461000
Kepler-653 c,Kepler-653,0,1,2,0.90037648,0.018700,,,0.000000,1912,5665.00,1.09,1.08,0.480,[Fe/H],4.39,13.3461000
Kepler-653 c,Kepler-653,0,1,2,3.60150600,0.047000,,,0.000000,1201,5686.00,1.08,1.10,,,4.41,13.3461000
Kepler-653 c,Kepler-653,0,1,2,0.90037702,,,,,,5511.66,1.26,0.97,0.290,[M/H],4.23,13.3461000
Kepler-653 c,Kepler-653,0,1,2,,,,,,,5612.00,1.21,,,,,13.3461000
Kepler-653 c,Kepler-653,1,1,2,0.90037648,,,,,,5665.00,1.19,1.02,0.230,[Fe/H],4.29,13.3461000
Kepler-654 b,Kepler-654,0,1,1,13.72462702,,,,,,5843.00,1.66,1.05,,,4.02,13.6614000
Kepler-654 b,Kepler-654,0,1,1,13.72462702,0.111600,,,0.000000,831,5817.00,1.17,0.98,0.000,[Fe/H],4.29,13.6614000
Kepler-654 b,Kepler-654,0,1,1,13.72465129,0.121100,,,0.000000,996,6106.00,1.66,1.26,0.100,[Fe/H],4.10,13.6614000
Kepler-654 b,Kepler-654,0,1,1,13.72465129,0.121100,,,0.000000,996,6106.00,1.66,1.26,0.100,[Fe/H],4.10,13.6614000
Kepler-654 b,Kepler-654,0,1,1,,,,,,,5846.00,1.65,,,,,13.6614000
Kepler-654 b,Kepler-654,0,1,1,13.72446000,0.116000,,,0.000000,974,6029.00,1.56,1.09,,,4.09,13.6614000
Kepler-654 b,Kepler-654,0,1,1,13.72482320,,,,,,5843.00,1.66,1.05,,,4.02,13.6614000
Kepler-654 b,Kepler-654,1,1,1,13.72465129,,,,,,5865.00,1.11,1.04,0.040,[Fe/H],4.36,13.6614000
Kepler-654 b,Kepler-654,0,1,1,13.72453369,,,,,,5843.00,1.66,1.05,,,4.02,13.6614000
Kepler-654 b,Kepler-654,0,1,1,13.72465129,0.121100,,,0.000000,996,6106.00,1.66,1.26,0.100,[Fe/H],4.10,13.6614000
Kepler-655 b,Kepler-655,0,1,1,46.40633580,0.269800,,,0.000000,574,6343.00,1.14,1.21,0.070,[Fe/H],4.41,13.4641000
Kepler-655 b,Kepler-655,0,1,1,46.40633580,0.269800,,,0.000000,574,6343.00,1.14,1.21,0.070,[Fe/H],4.41,13.4641000
Kepler-655 b,Kepler-655,0,1,1,46.40730000,0.264000,,,0.000000,556,6314.00,1.05,1.14,,,4.45,13.4641000
Kepler-655 b,Kepler-655,0,1,1,46.40647642,,,,,,6261.79,1.23,1.22,-0.155,[M/H],4.34,13.4641000
Kepler-655 b,Kepler-655,0,1,1,,,,,,,6145.00,1.21,,,,,13.4641000
Kepler-655 b,Kepler-655,0,1,1,46.40633580,0.269800,,,0.000000,574,6343.00,1.14,1.21,0.070,[Fe/H],4.41,13.4641000
Kepler-655 b,Kepler-655,1,1,1,46.40633580,,,,,,6170.00,1.24,1.15,0.000,[Fe/H],4.31,13.4641000
Kepler-655 b,Kepler-655,0,1,1,46.40629893,,,,,,6261.79,1.23,1.22,-0.155,[M/H],4.34,13.4641000
Kepler-655 b,Kepler-655,0,1,1,46.40626000,0.255900,,,0.000000,588,6086.00,1.23,1.04,-0.100,[Fe/H],4.28,13.4641000
Kepler-655 b,Kepler-655,0,1,1,46.40626000,,,,,,6261.79,1.23,1.22,-0.155,[M/H],4.34,13.4641000
Kepler-656 b,Kepler-656,0,1,1,1.26025909,0.023200,,,0.000000,1570,5546.00,0.96,1.04,0.440,[Fe/H],4.50,15.3370000
Kepler-656 b,Kepler-656,0,1,1,1.26025909,0.023200,,,0.000000,1570,5546.00,0.96,1.04,0.440,[Fe/H],4.50,15.3370000
Kepler-656 b,Kepler-656,0,1,1,1.26025480,0.022000,,,0.000000,1408,5379.00,0.78,0.86,,,4.59,15.3370000
Kepler-656 b,Kepler-656,0,1,1,1.26025878,,,,,,5139.72,0.89,0.87,0.272,[M/H],4.47,15.3370000
Kepler-656 b,Kepler-656,0,1,1,1.26025882,,,,,,5139.72,0.89,0.87,0.272,[M/H],4.47,15.3370000
Kepler-656 b,Kepler-656,0,1,1,1.26025918,,,,,,5139.72,0.89,0.87,0.272,[M/H],4.47,15.3370000
Kepler-656 b,Kepler-656,1,1,1,1.26025909,,,,,,5281.00,0.82,0.86,-0.040,[Fe/H],4.56,15.3370000
Kepler-656 b,Kepler-656,0,1,1,1.26025909,0.023200,,,0.000000,1570,5546.00,0.96,1.04,0.440,[Fe/H],4.50,15.3370000
Kepler-656 b,Kepler-656,0,1,1,1.26025882,0.023200,,,0.000000,1569,5550.00,0.95,1.05,0.460,[Fe/H],4.50,15.3370000
Kepler-656 b,Kepler-656,0,1,1,,,,,,,5251.00,0.85,,,,,15.3370000
Kepler-657 b,Kepler-657,1,1,1,24.54350418,,,,,,5808.00,1.01,1.01,0.030,[Fe/H],4.44,15.3190000
Kepler-657 b,Kepler-657,0,1,1,24.54371315,,,,,,5718.00,1.40,1.02,,,4.15,15.3190000
Kepler-657 b,Kepler-657,0,1,1,24.54350851,,,,,,5718.00,1.40,1.02,,,4.15,15.3190000
Kepler-657 b,Kepler-657,0,1,1,24.54362000,0.167000,,,0.000000,618,5963.00,0.92,1.02,,,4.52,15.3190000
Kepler-657 b,Kepler-657,0,1,1,24.54350418,0.165400,,,0.000000,616,5955.00,0.91,1.00,-0.160,[Fe/H],4.52,15.3190000
Kepler-657 b,Kepler-657,0,1,1,24.54345660,0.165400,,,0.000000,616,5955.00,0.91,1.00,-0.160,[Fe/H],4.52,15.3190000
Kepler-657 b,Kepler-657,0,1,1,24.54350418,0.165400,,,0.000000,616,5955.00,0.91,1.00,-0.160,[Fe/H],4.52,15.3190000
Kepler-657 b,Kepler-657,0,1,1,24.54350418,0.165400,,,0.000000,616,5955.00,0.91,1.00,-0.160,[Fe/H],4.52,15.3190000
Kepler-657 b,Kepler-657,0,1,1,24.54345660,,,,,,5718.00,1.40,1.02,,,4.15,15.3190000
Kepler-658 b,Kepler-658,0,1,1,1.28707827,,,,,,4023.00,0.73,0.63,,,4.51,15.4910000
Kepler-658 b,Kepler-658,1,1,1,1.28707676,,,,,,4103.00,0.60,0.63,-0.040,[Fe/H],4.68,15.4910000
Kepler-658 b,Kepler-658,0,1,1,1.28707669,,,,,,4023.00,0.73,0.63,,,4.51,15.4910000
Kepler-658 b,Kepler-658,0,1,1,1.28707669,0.018800,,,0.000000,871,3736.00,0.53,0.53,0.120,[Fe/H],4.72,15.4910000
Kepler-658 b,Kepler-658,0,1,1,,,,,,,3733.00,0.67,,,,,15.4910000
Kepler-658 b,Kepler-658,0,1,1,1.28707676,0.018700,,,0.000000,860,3733.00,0.51,0.53,0.070,[Fe/H],4.75,15.4910000
Kepler-658 b,Kepler-658,0,1,1,1.28707676,0.018700,,,0.000000,860,3733.00,0.51,0.53,0.070,[Fe/H],4.75,15.4910000
Kepler-658 b,Kepler-658,0,1,1,1.28707490,0.019000,,,0.000000,975,4153.00,0.54,0.56,,,4.73,15.4910000
Kepler-658 b,Kepler-658,0,1,1,1.28707774,,,,,,4023.00,0.73,0.63,,,4.51,15.4910000
Kepler-658 b,Kepler-658,0,1,1,1.28707676,0.018700,,,0.000000,860,3733.00,0.51,0.53,0.070,[Fe/H],4.75,15.4910000
Kepler-659 b,Kepler-659,0,1,1,17.67177140,0.120400,,,0.000000,513,4869.00,0.69,0.77,-0.160,[Fe/H],4.64,15.5655000
Kepler-659 b,Kepler-659,1,1,1,17.67179600,,,,,,4870.00,0.74,0.79,0.020,[Fe/H],4.60,15.5655000
Kepler-659 b,Kepler-659,0,1,1,17.67178716,,,,,,4764.00,0.80,0.77,,,4.52,15.5655000
Kepler-659 b,Kepler-659,0,1,1,,,,,,,4868.00,0.78,,,,,15.5655000
Kepler-659 b,Kepler-659,0,1,1,17.67179818,,,,,,4764.00,0.80,0.77,,,4.52,15.5655000
Kepler-659 b,Kepler-659,0,1,1,17.67168000,0.119000,,,0.000000,509,4858.00,0.67,0.71,,,4.64,15.5655000
Kepler-659 b,Kepler-659,0,1,1,17.67179600,0.120500,,,0.000000,516,4867.00,0.70,0.75,-0.160,[Fe/H],4.63,15.5655000
Kepler-659 b,Kepler-659,0,1,1,17.67177140,,,,,,4764.00,0.80,0.77,,,4.52,15.5655000
Kepler-659 b,Kepler-659,0,1,1,17.67179600,0.120500,,,0.000000,516,4867.00,0.70,0.75,-0.160,[Fe/H],4.63,15.5655000
Kepler-659 b,Kepler-659,0,1,1,17.67179600,0.120500,,,0.000000,516,4867.00,0.70,0.75,-0.160,[Fe/H],4.63,15.5655000
Kepler-66 b,Kepler-66,0,1,1,17.81596890,,,,,,5777.20,1.06,1.04,0.044,[M/H],4.41,15.1474000
Kepler-66 b,Kepler-66,0,1,1,17.81596890,0.132100,,,0.000000,699,5964.00,0.93,0.97,-0.220,[Fe/H],4.48,15.1474000
Kepler-66 b,Kepler-66,1,1,1,17.81581500,0.135200,,,,,5962.00,0.97,1.04,-0.200,[M/H],4.48,15.1474000
Kepler-66 b,Kepler-66,0,1,1,17.81595067,,,,,,5942.00,0.96,1.00,-0.150,[Fe/H],4.48,15.1474000
Kepler-66 b,Kepler-66,0,1,1,17.81594735,,,,,,5777.20,1.06,1.04,0.044,[M/H],4.41,15.1474000
Kepler-66 b,Kepler-66,0,1,1,,,,,,,5786.00,1.04,,,,,15.1474000
Kepler-66 b,Kepler-66,0,1,1,17.81594498,,,,,,5777.20,1.06,1.04,0.044,[M/H],4.41,15.1474000
Kepler-66 b,Kepler-66,0,1,1,17.81563000,0.135000,,,0.000000,688,5969.00,0.92,1.02,,,4.52,15.1474000
Kepler-66 b,Kepler-66,0,1,1,17.81595067,0.132100,,,0.000000,699,5964.00,0.93,0.97,-0.220,[Fe/H],4.48,15.1474000
Kepler-66 b,Kepler-66,0,1,1,17.81595067,0.132100,,,0.000000,699,5964.00,0.93,0.97,-0.220,[Fe/H],4.48,15.1474000
Kepler-66 b,Kepler-66,0,1,1,17.81595067,0.132100,,,0.000000,699,5964.00,0.93,0.97,-0.220,[Fe/H],4.48,15.1474000
Kepler-660 b,Kepler-660,0,1,1,9.27358194,0.075900,,,0.000000,649,4856.00,0.70,0.68,-0.300,[Fe/H],4.58,15.2644000
Kepler-660 b,Kepler-660,0,1,1,9.27358194,0.075900,,,0.000000,649,4856.00,0.70,0.68,-0.300,[Fe/H],4.58,15.2644000
Kepler-660 b,Kepler-660,0,1,1,9.27358194,0.075900,,,0.000000,649,4856.00,0.70,0.68,-0.300,[Fe/H],4.58,15.2644000
Kepler-660 b,Kepler-660,0,1,1,9.27358173,0.075900,,,0.000000,649,4856.00,0.70,0.68,-0.300,[Fe/H],4.58,15.2644000
Kepler-660 b,Kepler-660,0,1,1,,,,,,,4848.00,0.72,,,,,15.2644000
Kepler-660 b,Kepler-660,0,1,1,9.27356964,,,,,,4727.00,0.73,0.76,,,4.60,15.2644000
Kepler-660 b,Kepler-660,1,1,1,9.27358194,,,,,,4779.00,0.71,0.75,-0.070,[Fe/H],4.61,15.2644000
Kepler-660 b,Kepler-660,0,1,1,9.27382700,0.077000,,,0.000000,643,4871.00,0.69,0.70,,,4.61,15.2644000
Kepler-660 b,Kepler-660,0,1,1,9.27358173,,,,,,4727.00,0.73,0.76,,,4.60,15.2644000
Kepler-661 b,Kepler-661,0,1,1,,,,,,,4542.00,0.64,,,,,15.8003000
Kepler-661 b,Kepler-661,1,1,1,6.02930132,,,,,,4483.00,0.67,0.70,-0.050,[Fe/H],4.64,15.8003000
Kepler-661 b,Kepler-661,0,1,1,6.02929566,,,,,,4392.00,0.68,0.69,,,4.62,15.8003000
Kepler-661 b,Kepler-661,0,1,1,6.02929834,,,,,,4392.00,0.68,0.69,,,4.62,15.8003000
Kepler-661 b,Kepler-661,0,1,1,6.02927200,0.055000,,,0.000000,648,4473.00,0.59,0.62,,,4.69,15.8003000
Kepler-661 b,Kepler-661,0,1,1,6.02930132,0.059100,,,0.000000,685,4536.00,0.69,0.77,0.200,[Fe/H],4.64,15.8003000
Kepler-661 b,Kepler-661,0,1,1,6.02930132,0.059100,,,0.000000,685,4536.00,0.69,0.77,0.200,[Fe/H],4.64,15.8003000
Kepler-661 b,Kepler-661,0,1,1,6.02930132,0.059100,,,0.000000,685,4536.00,0.69,0.77,0.200,[Fe/H],4.64,15.8003000
Kepler-661 b,Kepler-661,0,1,1,6.02930329,0.058500,,,0.000000,678,4537.00,0.67,0.76,0.210,[Fe/H],4.65,15.8003000
Kepler-661 b,Kepler-661,0,1,1,6.02930329,,,,,,4392.00,0.68,0.69,,,4.62,15.8003000
Kepler-662 b,Kepler-662,0,1,1,21.67699193,,,,,,4852.86,0.94,0.79,-0.191,[M/H],4.39,15.3741000
Kepler-662 b,Kepler-662,0,1,1,21.67699193,0.140800,,,0.000000,530,4954.00,0.83,0.79,0.180,[Fe/H],4.50,15.3741000
Kepler-662 b,Kepler-662,0,1,1,21.67697486,0.123600,,,0.000000,430,4722.00,0.53,0.54,-1.380,[Fe/H],4.72,15.3741000
Kepler-662 b,Kepler-662,0,1,1,21.67697486,0.123600,,,0.000000,430,4722.00,0.53,0.54,-1.380,[Fe/H],4.72,15.3741000
Kepler-662 b,Kepler-662,1,1,1,21.67697486,,,,,,4897.00,0.74,0.79,-0.030,[Fe/H],4.60,15.3741000
Kepler-662 b,Kepler-662,0,1,1,21.67690000,0.136000,,,0.000000,486,4900.00,0.69,0.72,,,4.62,15.3741000
Kepler-662 b,Kepler-662,0,1,1,21.67711846,,,,,,4852.86,0.94,0.79,-0.191,[M/H],4.39,15.3741000
Kepler-662 b,Kepler-662,0,1,1,,,,,,,4943.00,0.94,,,,,15.3741000
Kepler-662 b,Kepler-662,0,1,1,21.67682054,,,,,,4852.86,0.94,0.79,-0.191,[M/H],4.39,15.3741000
Kepler-662 b,Kepler-662,0,1,1,21.67697486,0.123600,,,0.000000,430,4722.00,0.53,0.54,-1.380,[Fe/H],4.72,15.3741000
Kepler-663 b,Kepler-663,1,1,1,4.99678284,,,,,,5264.00,0.82,0.86,0.030,[Fe/H],4.55,15.8686000
Kepler-663 b,Kepler-663,0,1,1,4.99679436,,,,,,5074.00,0.90,0.85,,,4.46,15.8686000
Kepler-663 b,Kepler-663,0,1,1,,,,,,,5343.00,0.85,,,,,15.8686000
Kepler-663 b,Kepler-663,0,1,1,4.99679734,,,,,,5074.00,0.90,0.85,,,4.46,15.8686000
Kepler-663 b,Kepler-663,0,1,1,4.99678284,0.055900,,,0.000000,917,5339.00,0.85,0.93,0.180,[Fe/H],4.55,15.8686000
Kepler-663 b,Kepler-663,0,1,1,4.99678284,0.055900,,,0.000000,917,5339.00,0.85,0.93,0.180,[Fe/H],4.55,15.8686000
Kepler-663 b,Kepler-663,0,1,1,4.99677700,0.053000,,,0.000000,893,5249.00,0.79,0.80,,,4.55,15.8686000
Kepler-663 b,Kepler-663,0,1,1,4.99677968,,,,,,5074.00,0.90,0.85,,,4.46,15.8686000
Kepler-663 b,Kepler-663,0,1,1,4.99677968,0.055900,,,0.000000,917,5339.00,0.85,0.93,0.180,[Fe/H],4.55,15.8686000
Kepler-663 b,Kepler-663,0,1,1,4.99678284,0.055900,,,0.000000,917,5339.00,0.85,0.93,0.180,[Fe/H],4.55,15.8686000
